cleric	noun	ဘာသာရေးအမှုထမ်း|ဘုန်းတော်ကြီး
directional	adjective	ဦးတည်ရာဆိုင်ရာ|လမ်းညွှန်သော
divergent	adjective	ကွဲထွက်သွားသော|သဘောထားမတူသော
downright	adverb	တကယ့်ကို|လုံးဝ
expansive	adjective	ကျယ်ပြန့်သော|ပွင့်လင်းဖော်ရွေသော
fife	noun	အသံမြင့်ပုလွေငယ်
infancy	noun	နို့စို့အရွယ်|အစောပိုင်းအဆင့်
plainly	adverb	ရှင်းရှင်းလင်းလင်း|ရိုးရိုးရှင်းရှင်း
rumour	noun	ကောလာဟလ
sixteenth	adjective	ဆယ့်ခြောက်မြောက်
spawn	noun	ငါးဥအစု|မွေးဖွားလာသောအစု
suffrage	noun	မဲပေးပိုင်ခွင့်
surrogate	noun	အစားထိုးသူ|ကိုယ်စားပြုသူ
treatise	noun	ပညာရပ်ဆိုင်ရာစာတမ်းရှည်|ကျမ်း
waltz	noun	ဝေါ့လ်ဇ်အက
butch	adjective	ယောကျ်ားဆန်သော|ခပ်ကြမ်းကြမ်းပုံစံရှိသော
contour	noun	အနားသတ်ပုံသဏ္ဌာန်|မြေပြင်အမြင့်မျဉ်း
decidedly	adverb	သေချာပေါက်|သိသိသာသာ
douche	noun	ဆေးကြောရည်ပန်းကိရိယာ|မိုက်ရိုင်းသူကိုစော်ကားခေါ်သည့်စကား
futuristic	adjective	အနာဂတ်ခေတ်ဆန်သော
inclination	noun	စိတ်သဘောတိမ်းညွတ်မှု|လျှောစောက်မှု
inward	adjective	အတွင်းဘက်သို့ဦးတည်သော|စိတ်အတွင်းပိုင်းဆိုင်ရာ
launcher	noun	ပစ်လွှတ်ကိရိယာ|ဒုံးပစ်စင်
lessen	verb	လျော့နည်းစေသည်|လျော့ကျသည်
lifespan	noun	သက်တမ်း|အသက်ရှင်နိုင်သည့်ကာလ
longitudinal	adjective	အလျားလိုက်ဆိုင်ရာ|အချိန်ကြာရှည်လေ့လာသော
loosen	verb	လျော့ရဲစေသည်|ဖြေလျှော့သည်
masculinity	noun	ယောကျ်ားပီသမှု|အမျိုးသားဆန်မှု
midday	noun	မွန်းတည့်ချိန်|နေ့လယ်
morphine	noun	မော်ဖင်းအကိုက်အခဲပျောက်ဆေး
pelvic	adjective	တင်ပါးဆုံရိုးဆိုင်ရာ
pigment	noun	ရောင်ခြယ်ပစ္စည်း|အရောင်ဓာတ်
racially	adverb	လူမျိုးရေးအရ
saturation	noun	ပြည့်ဝစိမ့်ဝင်မှု|အပြည့်အဝပြည့်နှက်မှု
tart	noun	အသီးအနှံမုန့်ပြား|ချဉ်သောမုန့်
 ting	noun	တင်ခနဲမြည်သံ
transformer	noun	လျှပ်စစ်ဗို့အားပြောင်းစက်
centennial	noun	နှစ်တစ်ရာပြည့်အထိမ်းအမှတ်
cosmopolitan	adjective	နိုင်ငံတကာဆန်သော|ကမ္ဘာအနှံ့အမြင်ရှိသော
deductible	noun	အာမခံမပေးမီကိုယ်တိုင်ပေးရမည့်ငွေပမာဏ|အခွန်လျှော့တွက်နိုင်သည့်ပမာဏ
diagonal	adjective	ထောင့်ဖြတ်ဖြစ်သော
felicity	noun	ပျော်ရွှင်ချမ်းမြေ့မှု|သင့်လျော်လှပသောဖော်ပြမှု
fodder	noun	တိရစ္ဆာန်အစာ|အသုံးချခံရမည့်အရာ
hump	noun	ဖုထစ်|ကုလားအုတ်ကျောဖု
incest	noun	နီးစပ်ဆွေမျိုးချင်းလိင်ဆက်ဆံမှု
legitimately	adverb	တရားဝင်စွာ|သင့်လျော်မှန်ကန်စွာ
magically	adverb	မှော်ဆန်စွာ|အံ့ဖွယ်နည်းဖြင့်
materially	adverb	အရေးပါစွာ|ပစ္စည်းပိုင်းအရ
modernization	noun	ခေတ်မီအောင်ပြုပြင်ခြင်း|ခေတ်မီဖွံ့ဖြိုးမှု
noticeably	adverb	သိသိသာသာ|သတိပြုမိလောက်အောင်
overrun	verb	လွှမ်းမိုးသိမ်းပိုက်သည်|သတ်မှတ်ပမာဏကျော်လွန်သည်
porno	noun	ညစ်ညမ်းလိင်အကြောင်းအရာ|ညစ်ညမ်းရုပ်ရှင်
