cozy	noun	3.64	a padded cloth covering to keep a teapot warm
culturally	adverb	3.64	with regard to a culture
dummy	noun	3.64	a person who does not talk
northeastern	adjective	3.64	situated in or oriented toward the northeast
restraint	noun	3.64	the act of controlling by restraining someone or something
smack	noun	3.64	a blow from a flat object (as an open hand)
sultan	noun	3.64	the ruler of a Muslim country (especially of the former Ottoman Empire)
swell	noun	3.64	the undulating movement of the surface of the open sea
unused	adjective	3.64	not yet used or soiled
ding	noun	3.63	a ringing sound
fiat	noun	3.63	a legally binding command or decision entered on the court record (as if issued by a court or judge)
halftime	noun	3.63	an intermission between the first and second half of a game
leftist	noun	3.63	a person who belongs to the political left
morally	adverb	3.63	with respect to moral principles
nigga	noun	3.63	(ethnic slur) extremely offensive name for a Black person
peacefully	adverb	3.63	in a peaceful manner
scorer	noun	3.63	a player who makes a score in a game or contest
seldom	adverb	3.63	not often
unlucky	adjective	3.63	having or bringing misfortune
whisky	noun	3.63	a liquor made from fermented mash of grain
beforehand	adjective	3.62	being ahead of time or need
comprise	verb	3.62	be composed of
downstream	adjective	3.62	in the direction of a stream's current
faulty	adjective	3.62	having a defect
fuss	noun	3.62	an excited state of agitation
heavyweight	noun	3.62	an amateur boxer who weighs no more than 201 pounds
loosely	adverb	3.62	in a relaxed manner; not rigid
malik	noun	3.62	the leader of a town or community in some parts of Asia Minor and the Indian subcontinent
meth	noun	3.62	an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant
midfield	noun	3.62	(sports) the middle part of a playing field (as in football or lacrosse)
paperback	noun	3.62	a book with paper covers
peasant	noun	3.62	a country person
pointer	noun	3.62	a mark to indicate a direction or relation
unanimously	adverb	3.62	of one mind; without dissent
unfamiliar	adjective	3.62	not known or well known
vastly	adverb	3.62	to an exceedingly great extent or degree
vile	adjective	3.62	morally reprehensible
wedge	noun	3.62	any shape that is triangular in cross section
caller	noun	3.61	a social or business visitor
chap	noun	3.61	a boy or man
darn	noun	3.61	something of little value
disturbance	noun	3.61	activity that is a malfunction, intrusion, or interruption
evangelical	adjective	3.61	relating to or being a Christian church believing in personal conversion and the inerrancy of the Bible especially the 4 Gospels
factual	adjective	3.61	existing in act or fact
falsely	adverb	3.61	in an insincerely false manner
freshly	adverb	3.61	very recently
handicap	noun	3.61	the condition of being unable to perform as a consequence of physical or mental unfitness
motherfucker	noun	3.61	insulting terms of address for people who are stupid or irritating or ridiculous
onwards	adverb	3.61	in a forward direction
perpetual	adjective	3.61	continuing forever or indefinitely
