drip	noun	3.58	flowing in drops; the formation and falling of drops of liquid
emblem	noun	3.58	special design or visual object representing a quality, type, group, etc.
festive	adjective	3.58	offering fun and gaiety
improper	adjective	3.58	not suitable or right or appropriate
influx	noun	3.58	the process of flowing in
optics	noun	3.58	the branch of physics that studies the physical properties of light
prostitute	noun	3.58	a woman who engages in sexual intercourse for money
reflective	adjective	3.58	deeply or seriously thoughtful
tango	noun	3.58	a ballroom dance of Latin-American origin
telecom	noun	3.58	(often plural) systems used in transmitting messages over a distance electronically
youthful	adjective	3.58	suggestive of youth; vigorous and fresh
arse	noun	3.57	the fleshy part of the human body that you sit on
blitz	noun	3.57	(American football) defensive players try to break through the offensive line
dumbass	noun	3.57	a stupid person; these words are used to express a low opinion of someone's intelligence
heartbreaking	adjective	3.57	causing or marked by grief or anguish
immensely	adverb	3.57	to an exceedingly great extent or degree
incorrectly	adverb	3.57	in an incorrect manner
indicative	noun	3.57	a mood (grammatically unmarked) that represents the act or state as an objective fact
majestic	adjective	3.57	majestic in manner or bearing; superior to mundane matters
mastery	noun	3.57	great skillfulness and knowledge of some subject or activity
mummy	noun	3.57	informal terms for a mother
shameful	adjective	3.57	(used of conduct or character) deserving or bringing disgrace or shame; - Rachel Carson
springer	noun	3.57	the lowest stone in an arch -- from which it springs
sweetie	noun	3.57	a person loved by another person
winger	noun	3.57	(sports) player in wing position
bedtime	noun	3.56	the time you go to bed
belongings	noun	3.56	something owned; any tangible or intangible possession that is owned by someone
booster	noun	3.56	a person who backs a politician or a team etc.
furry	adjective	3.56	covered with a dense coat of fine silky hairs
managerial	adjective	3.56	of or relating to the function or responsibility or activity of management
multimedia	noun	3.56	transmission that combine media of communication (text and graphics and sound etc.)
pagan	noun	3.56	a person who does not acknowledge your god
promoter	noun	3.56	someone who is an active supporter and advocate
pursuant	adjective	3.56	(followed by `to') in conformance to or agreement with
repetitive	adjective	3.56	repetitive and persistent
reversal	noun	3.56	a change from one state to the opposite state
baptism	noun	3.55	a Christian sacrament signifying spiritual cleansing and rebirth
booker	noun	3.55	someone who engages a person or company for performances
brow	noun	3.55	the part of the face above the eyes
colourful	adjective	3.55	striking in variety and interest
faux	adjective	3.55	not genuine or real; being an imitation of the genuine article
finch	noun	3.55	any of numerous small songbirds with short stout bills adapted for crushing seeds
fulfil	verb	3.55	put in effect
longevity	noun	3.55	duration of service
meltdown	noun	3.55	severe overheating of the core of a nuclear reactor resulting in the core melting and radiation escaping
ministerial	adjective	3.55	of or relating to a minister of religion or the minister's office
uneven	adjective	3.55	not even or uniform as e.g. in shape or texture
vibes	noun	3.55	a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound
wonderfully	adverb	3.55	(used as an intensifier) extremely well
catcher	noun	3.54	(baseball) the person who plays the position of catcher
