precinct	noun	3.61	a district of a city or town marked out for administrative purposes
premiership	noun	3.61	the office of premier
pseudo	noun	3.61	a person who makes deceitful pretenses
regeneration	noun	3.61	(biology) growth anew of lost tissue or destroyed parts or organs
reminiscent	adjective	3.61	serving to bring to mind; - Wilder Hobson
slippery	adjective	3.61	causing or tending to cause things to slip or slide
sock	noun	3.61	hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee
stint	noun	3.61	an unbroken period of time during which you do something
attendant	noun	3.60	someone who waits on or tends to or attends to the needs of another
bloc	noun	3.60	a group of countries in special alliance
breathtaking	adjective	3.60	tending to cause suspension of regular breathing
caste	noun	3.60	social status or position conferred by a system based on class
famed	adjective	3.60	widely known and esteemed
humorous	adjective	3.60	full of or characterized by humor
interestingly	adverb	3.60	in an interesting manner; - Time
mare	noun	3.60	female equine animal
mound	noun	3.60	(baseball) the slight elevation on which the pitcher stands
ness	noun	3.60	a strip of land projecting into a body of water
prick	noun	3.60	insulting terms of address for people who are stupid or irritating or ridiculous
scholarly	adjective	3.60	characteristic of scholars or scholarship
segregation	noun	3.60	(genetics) the separation of paired alleles during meiosis so that members of each pair of alleles appear in different gametes
sheikh	noun	3.60	the leader of an Arab village or family
strait	noun	3.60	a narrow channel of the sea joining two larger bodies of water
testosterone	noun	3.60	a potent androgenic hormone produced chiefly by the testes; responsible for the development of male secondary sex characteristics
barker	noun	3.59	someone who stands in front of a show (as at a carnival) and gives a loud colorful sales talk to potential customers
claw	noun	3.59	sharp curved horny process on the toe of a bird or some mammals or reptiles
cortex	noun	3.59	the layer of unmyelinated neurons (the grey matter) forming the cortex of the cerebrum
exposition	noun	3.59	a systematic interpretation or explanation (usually written) of a specific topic
fart	noun	3.59	a reflex that expels intestinal gas through the anus
fetish	noun	3.59	a form of sexual desire in which gratification depends to an abnormal degree on some object or item of clothing or part of the body
fundamentals	noun	3.59	principles from which other truths can be derived
fundraiser	noun	3.59	someone who solicits financial contributions
gaga	adjective	3.59	mentally or physically infirm with age
geometric	adjective	3.59	characterized by simple geometric forms in design and decoration
heap	noun	3.59	a collection of objects laid on top of each other
madam	noun	3.59	a woman of refinement
multitude	noun	3.59	a large indefinite number
nineteen	noun	3.59	the cardinal number that is the sum of eighteen and one
overhaul	noun	3.59	periodic maintenance on a car or machine
readiness	noun	3.59	the state of having been made ready or prepared for use or action (especially military action)
societal	adjective	3.59	relating to human society and its members
sucker	noun	3.59	a person who is gullible and easy to take advantage of
titanic	adjective	3.59	of great force or power
typhoon	noun	3.59	a tropical cyclone occurring in the western Pacific or Indian oceans
wicket	noun	3.59	cricket equipment consisting of a set of three stumps topped by crosspieces; used in playing cricket
baba	noun	3.58	a small cake leavened with yeast
caucus	noun	3.58	a closed political meeting
constituent	noun	3.58	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system
conveniently	adverb	3.58	in a convenient manner
dorm	noun	3.58	a college or university building containing living quarters for students
