wrestler	noun	3.52	combatant who tries to throw opponent to the ground
brethren	noun	3.51	(plural) the lay members of a male religious order
cheeky	adjective	3.51	offensively bold
empower	verb	3.51	give or delegate power or authority to
existent	adjective	3.51	having existence or being or actuality
fandom	noun	3.51	the fans of a sport or famous person
infinitely	adverb	3.51	without bounds
influenza	noun	3.51	an acute febrile highly contagious viral disease
ling	noun	3.51	water chestnut whose spiny fruit has two rather than 4 prongs
massively	adverb	3.51	to a massive degree or in a massive manner
pageant	noun	3.51	an elaborate representation of scenes from history etc; usually involves a parade with rich costumes
perennial	noun	3.51	(botany) a plant lasting for three seasons or more
postage	noun	3.51	the charge for mailing something
procedural	adjective	3.51	of or relating to procedure
ridiculously	adverb	3.51	so as to arouse or deserve laughter
speculative	adjective	3.51	not financially safe or secure
twelfth	noun	3.51	position 12 in a countable series of things
bong	noun	3.50	a dull resonant sound as of a bell
clueless	adjective	3.50	totally uninformed about what is going on; not having even a clue from which to infer what is occurring
diocese	noun	3.50	the territorial jurisdiction of a bishop
hangover	noun	3.50	disagreeable aftereffects from the use of drugs (especially alcohol)
hitter	noun	3.50	(baseball) a ballplayer who is batting
homophobic	adjective	3.50	prejudiced against homosexual people
inexperienced	adjective	3.50	lacking practical experience or training
legged	adjective	3.50	having legs of a specified kind or number
litre	noun	3.50	a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)
organise	verb	3.50	bring order and organization to
overload	noun	3.50	an electrical load that exceeds the available electrical power
picturesque	adjective	3.50	suggesting or suitable for a picture; pretty as a picture
pivot	noun	3.50	the person in a rank around whom the others wheel and maneuver
pivotal	adjective	3.50	being of crucial importance; ; - Henry Kissinger
synonymous	adjective	3.50	(of words) meaning the same or nearly the same
attire	noun	3.49	clothing of a distinctive style or for a particular occasion
catchy	adjective	3.49	having concealed difficulty
cisco	noun	3.49	cold-water fish caught in Lake Superior and northward
coco	noun	3.49	tall palm tree bearing coconuts as fruits; widely planted throughout the tropics
ecclesiastical	adjective	3.49	of or associated with a church (especially a Christian Church)
expectancy	noun	3.49	an expectation
famously	adverb	3.49	in a manner or to an extent that is well known
fella	noun	3.49	a boy or man
grassroots	adjective	3.49	fundamental
gunshot	noun	3.49	the act of shooting a gun
horribly	adverb	3.49	of a dreadful kind
intellect	noun	3.49	knowledge and intellectual ability
interchange	noun	3.49	a junction of highways on different levels that permits traffic to move from one to another without crossing traffic streams
jihad	noun	3.49	a holy war waged by Muslims against infidels
loaf	noun	3.49	a shaped mass of baked bread that is usually sliced before eating
mindful	adjective	3.49	bearing in mind; attentive to
musk	noun	3.49	an odorous glandular secretion from the male musk deer; used as a perfume fixative
myriad	noun	3.49	a large indefinite number
