specialty	noun	3.89	an asset of special worth or utility
thirteen	noun	3.89	the cardinal number that is the sum of twelve and one
fourteen	noun	3.88	the cardinal number that is the sum of thirteen and one
haul	noun	3.88	the act of drawing or hauling something
header	noun	3.88	a line of text serving to indicate what the passage below it is about
node	noun	3.88	a connecting point at which several lines come together
pointless	adjective	3.88	not having a point especially a sharp point
sadness	noun	3.88	emotions experienced when not in a state of well-being
shiny	adjective	3.88	reflecting light
undoubtedly	adverb	3.88	without doubt; certainly
extensively	adverb	3.87	in a widespread way
repeal	noun	3.87	the act of abrogating; an official or legal cancellation
rubbish	noun	3.87	worthless material that is to be disposed of
seventeen	noun	3.87	the cardinal number that is the sum of sixteen and one
uncommon	adjective	3.87	not common or ordinarily encountered; unusually great in amount or remarkable in character or kind
upstairs	noun	3.87	the part of a building above the ground floor
congressman	noun	3.86	a member of the United States House of Representatives
dough	noun	3.86	a flour mixture stiff enough to knead or roll
fictional	adjective	3.86	related to or involving literary fiction
fringe	noun	3.86	the outside boundary or surface of something
judgement	noun	3.86	the legal document stating the reasons for a judicial decision
legion	noun	3.86	archaic terms for army
mindset	noun	3.86	a habitual or characteristic mental attitude that determines how you will interpret and respond to situations
thrust	noun	3.86	the force used in pushing
builder	noun	3.85	a substance added to soaps or detergents to increase their cleansing action
feminism	noun	3.85	a doctrine that advocates equal rights for women
secondly	adverb	3.85	in the second place
spit	noun	3.85	a narrow strip of land that juts out into the sea
heroic	noun	3.84	a verse form suited to the treatment of heroic or elevated themes; dactylic hexameter or iambic pentameter
paperwork	noun	3.84	work that involves handling papers: forms or letters or reports etc.
tasty	adjective	3.84	pleasing to the sense of taste
afterward	adverb	3.83	happening at a time subsequent to a reference time
calif	noun	3.83	the civil and religious leader of a Muslim state considered to be a representative of Allah on earth
shave	noun	3.83	the act of removing hair with a razor
sickness	noun	3.83	impairment of normal physiological function affecting part or all of an organism
zoom	noun	3.83	a rapid rise
scent	noun	3.82	a distinctive odor that is pleasant
worthless	adjective	3.82	lacking in usefulness or value
eighteen	noun	3.81	the cardinal number that is the sum of seventeen and one
healthier	adjective	3.81	improved in health or physical condition
masterpiece	noun	3.81	the most outstanding work of a creative artist or craftsman
spoil	noun	3.81	(usually plural) valuables taken by violence (especially in war)
temper	noun	3.81	a sudden outburst of anger
eternity	noun	3.80	time without end
explode	verb	3.80	cause to burst with a violent release of energy
font	noun	3.80	a specific size and style of type within a type family
grandpa	noun	3.80	the father of your father or mother
hairy	adjective	3.80	having or covered with hair
madame	noun	3.80	title used for a married Frenchwoman
ounce	noun	3.80	a unit of apothecary weight equal to 480 grains or one twelfth of a pound
