chalk	noun	3.69	a soft whitish calcite
councillor	noun	3.69	a member of a council
entirety	noun	3.69	the state of being total and complete
flock	noun	3.69	a church congregation guided by a pastor
footballer	noun	3.69	an athlete who plays American football
hemisphere	noun	3.69	half of the terrestrial globe
ipod	noun	3.69	(trademark) a pocket-sized device used to play music files
lastly	adverb	3.69	the item at the end
neighbour	noun	3.69	a person who lives (or is located) near another
persona	noun	3.69	an actor's portrayal of someone in a play
realism	noun	3.69	the attribute of accepting the facts of life and favoring practicality and literal truth
scrub	noun	3.69	dense vegetation consisting of stunted trees or bushes
shale	noun	3.69	a sedimentary rock formed by the deposition of successive layers of clay
sophomore	noun	3.69	a second-year undergraduate
tinder	noun	3.69	material for starting a fire
countdown	noun	3.68	counting backward from an arbitrary number to indicate the time remaining before some event (such as launching a space vehicle)
investigative	adjective	3.68	designed to find information or ascertain facts
obese	adjective	3.68	excessively fat
perimeter	noun	3.68	the boundary line or the area immediately inside the boundary
sushi	noun	3.68	rice (with raw fish) wrapped in seaweed
turnout	noun	3.68	the group that gathers together for a particular occasion
commercially	adverb	3.67	in a commercial manner
fucker	noun	3.67	someone who engages in sexual intercourse
gladly	adverb	3.67	in a willing manner
honourable	adjective	3.67	worthy of being honored; entitled to honor and respect
irresponsible	adjective	3.67	showing lack of care for consequences
rant	noun	3.67	a loud bombastic declamation expressed with strong emotion
apologise	verb	3.66	defend, explain, clear away, or make excuses for by reasoning
crossover	noun	3.66	the interchange of sections between pairing homologous chromosomes during the prophase of meiosis
crunch	noun	3.66	the sound of something crunching
daytime	noun	3.66	the time after sunrise and before sunset while it is light outside
dime	noun	3.66	a United States coin worth one tenth of a dollar
drunken	adjective	3.66	given to or marked by the consumption of alcohol
erase	verb	3.66	remove from memory or existence
manly	adjective	3.66	possessing qualities befitting a man
needless	adjective	3.66	unnecessary and unwarranted
outdated	adjective	3.66	old; no longer valid or fashionable
pint	noun	3.66	a British imperial capacity measure (liquid or dry) equal to 4 gills or 568.26 cubic centimeters
poop	noun	3.66	obscene terms for feces
southeastern	adjective	3.66	situated in or oriented toward the southeast
booze	noun	3.65	an alcoholic beverage that is distilled rather than fermented
duel	noun	3.65	a prearranged fight with deadly weapons by two people (accompanied by seconds) in order to settle a quarrel over a point of honor
hugely	adverb	3.65	extremely
inception	noun	3.65	an event that is a beginning; a first part or stage of subsequent events
indefinitely	adverb	3.65	to an indefinite extent; for an indefinite time
maze	noun	3.65	complex system of paths or tunnels in which it is easy to get lost
narrowly	adverb	3.65	in a narrow manner; not allowing for exceptions
nexus	noun	3.65	the means of connection between things linked in series
posture	noun	3.65	the arrangement of the body and its limbs
preseason	noun	3.65	a period prior to the beginning of the regular season which is devoted to training and preparation
