alright	adjective	4.42	nonstandard usage
belt	noun	4.42	endless loop of flexible material between two rotating shafts or pulleys
comic	noun	4.42	a professional performer who tells jokes and performs comical acts
newly	adverb	4.42	very recently
racist	noun	4.42	a person with a prejudiced belief that one race is superior to others
sexy	adjective	4.42	marked by or tending to arouse sexual desire or interest
suck	noun	4.42	the act of sucking
aspect	noun	4.41	a distinct feature or element in a problem
lowest	adjective	4.41	lowest in rank or importance
sheet	noun	4.40	any broad thin expanse or surface
string	noun	4.40	a lightweight cord
forum	noun	4.38	a public meeting or assembly for open discussion
reverse	noun	4.37	a relation of direct opposition
seed	noun	4.37	a small hard fruit
behaviour	noun	4.36	the action or reaction of something (as a machine or substance) under specified circumstances
organisation	noun	4.36	the persons (or committees or departments etc.) who make up a body for the purpose of administering something
regard	noun	4.36	(usually preceded by `in') a detail or point
strip	noun	4.36	a relatively long narrow piece of something
tube	noun	4.36	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
breast	noun	4.35	the front of the trunk from the neck to the abdomen
exit	noun	4.35	an opening that permits escape or release
luxury	noun	4.35	something that is an indulgence rather than a necessity
asshole	noun	4.34	insulting terms of address for people who are stupid or irritating or ridiculous
instant	noun	4.34	a very short time (as the time it takes the eye to blink or the heart to beat)
reader	noun	4.34	a person who enjoys reading
teen	noun	4.33	a juvenile between the onset of puberty and maturity
ongoing	adjective	4.32	currently happening
purple	noun	4.32	a purple color or pigment
underground	noun	4.32	a secret group organized to overthrow a government or occupation force
fewer	adjective	4.31	(comparative of `few' used with count nouns) quantifier meaning a smaller number of
jazz	noun	4.31	empty rhetoric or insincere or exaggerated talk
mouse	noun	4.31	any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
piano	noun	4.31	a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds
symbol	noun	4.31	an arbitrary sign (written or printed) that has acquired a conventional significance
cape	noun	4.30	a strip of land projecting into a body of water
slide	noun	4.30	a small flat rectangular piece of glass on which specimens can be mounted for microscopic study
loop	noun	4.29	fastener consisting of a metal ring for lining a small hole to permit the attachment of cords or lines
bass	noun	4.28	the lowest part of the musical range
dual	adjective	4.28	consisting of or involving two parts or components usually in pairs
globe	noun	4.28	the 3rd planet from the sun; the planet we live on
logo	noun	4.28	a company emblem or device
corp	noun	4.27	a business firm whose articles of incorporation have been approved in some state
parallel	noun	4.27	something having the property of being analogous to something else
anime	noun	4.26	a hard copal derived from an African tree
classical	noun	4.26	traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste
clip	noun	4.26	a metal frame or container holding cartridges; can be inserted into an automatic gun
menu	noun	4.26	a list of dishes available at a restaurant
realise	verb	4.26	earn on some commercial or business transaction; earn as salary or wages
alpha	noun	4.25	the 1st letter of the Greek alphabet
powder	noun	4.25	a solid substance in the form of tiny loose particles; a solid that has been pulverized
