overreaction	noun	လွန်ကဲစွာတုံ့ပြန်မှု|အလွန်အကျွံတုံ့ပြန်ခြင်း
patter	noun	မြန်မြန်ဆန်ဆန်ပြောသောစကား|ဆွဲဆောင်ရန်ပြောသောစကားချော
peerage	noun	မင်းမျိုးမင်းနွယ်အဆင့်အတန်း|မင်းမျိုးမင်းနွယ်အဖွဲ့
permissive	adjective	အလွန်လွတ်လပ်ခွင့်ပေးသော|တားမြစ်မှုနည်းသော
powdery	adjective	မှုန့်ကဲ့သို့ဖြစ်သော|မှုန့်များဖုံးနေသော
redeemable	adjective	ပြန်လဲယူနိုင်သော|ပြန်ရယူနိုင်သော
redistribute	verb	ပြန်လည်ခွဲဝေသည်|တစ်ဖန်ဖြန့်ဝေသည်
renter	noun	အိမ်ငှားသူ|ပစ္စည်းငှားသုံးသူ
ringside	noun	လက်ဝှေ့ကွင်းဘေးထိုင်ခုံတန်း|ကွင်းဘေးနေရာ
scoundrel	noun	လူယုတ်မာ|လူဆိုး
showman	noun	ပရိသတ်ကိုဆွဲဆောင်တင်ဆက်တတ်သူ|ဖျော်ဖြေတင်ဆက်သူ
sojourn	noun	ခေတ္တနေထိုင်ခြင်း|ယာယီတည်းခိုခြင်း
southernmost	adjective	တောင်ဘက်အကျဆုံးဖြစ်သော
splatter	noun	အရည်စင်ပက်သံ|အရည်များပက်ကျဲမှု
straddle	verb	ခွလျက်နေသည်|ဘက်နှစ်ဘက်လုံးကိုဖုံးလွှမ်းသည်
sweeten	verb	ချိုအောင်လုပ်သည်|ပိုမိုနှစ်သက်ဖွယ်ဖြစ်စေသည်
swinger	noun	လိင်ဖက်များပြောင်းလဲဆက်ဆံသူ|လွတ်လပ်ပျော်ပါးတတ်သူ
tawny	adjective	အဝါညိုရောင်ရှိသော|လိမ္မော်ညိုရောင်ရှိသော
thereon	adverb	ထိုအပေါ်တွင်|ထို့နောက်ပေါ်တွင်
throwaway	adjective	တစ်ခါသုံးဖြစ်သော|ပစ်ပယ်နိုင်သော
thunderous	adjective	မိုးခြိမ်းသံကဲ့သို့ကျယ်လောင်သော|အလွန်ပြင်းထန်သော
transcontinental	adjective	တိုက်ကြီးတစ်ခုလုံးဖြတ်သန်းသော|တိုက်ကြီးတစ်ဖက်မှတစ်ဖက်သို့ဖြစ်သော
typographical	adjective	စာလုံးပုံနှိပ်ခြင်းဆိုင်ရာ|စာစီစာရိုက်ဆိုင်ရာ
unbeknownst	adverb	မသိလိုက်ဘဲ|မသိရှိသည့်အချိန်တွင်
voracious	adjective	အလွန်လောဘကြီးသော|အလွန်စားနိုင်သော
warbler	noun	တေးဆိုငှက်မျိုး|အသံချိုချိုဆိုသူ
wart	noun	ကြွက်နို့|အရေပြားပေါ်အဖုငယ်
waterworks	noun	ရေပေးဝေရေးစနစ်|မျက်ရည်ကျခြင်းကိုရယ်စရာခေါ်သည့်စကား
whammy	noun	ပြင်းထန်သောထိခိုက်မှု|ကြီးမားသောဒုက္ခ
zeitgeist	noun	ခေတ်၏အတွေးအခေါ်စိတ်ဓာတ်|ခေတ်အငွေ့အသက်
amorous	adjective	ချစ်စိတ်ပြင်းပြသော|အချစ်ရေးစိတ်ဝင်စားသော
anabolic	adjective	ခန္ဓာကိုယ်တည်ဆောက်ဓာတ်ဖြစ်စဉ်ဆိုင်ရာ
bate	verb	လျော့ချသည်|ပြင်းအားလျှော့သည်
beastly	adjective	အလွန်ဆိုးရွားသော|တိရစ္ဆာန်ဆန်သော
brainchild	noun	ကိုယ်တိုင်စိတ်ကူးဖန်တီးထားသောအရာ|မိမိစိတ်ကူးမှမွေးဖွားသောစီမံကိန်း
condensate	noun	ငွေ့ရည်ဖွဲ့ပြီးရသောအရည်|ငွေ့ရည်ဖွဲ့ပစ္စည်း
correspondingly	adverb	ထိုနှင့်ကိုက်ညီစွာ|အချိုးကျစွာ
crybaby	noun	နည်းနည်းဖြင့်ငိုတတ်သူ|အားနည်း၍ညည်းညူတတ်သူ
desegregation	noun	လူမျိုးခွဲခြားထားမှုဖယ်ရှားခြင်း|အုပ်စုများပေါင်းစည်းခြင်း
deservedly	adverb	ထိုက်တန်စွာ|ထိုက်သင့်သလို
digress	verb	အဓိကအကြောင်းမှလွဲပြောသည်|လမ်းကြောင်းလွဲသည်
discus	noun	စက်ဝိုင်းပုံပစ်လွှတ်အားကစားပစ္စည်း|ဒစ်စကပ်အားကစား
distinctively	adverb	ထင်ရှားစွာကွဲပြားအောင်|ကိုယ်ပိုင်လက္ခဏာဖြင့်
elaborately	adverb	အသေးစိတ်အလှဆင်စွာ|ရှုပ်ထွေးအသေးစိတ်စွာ
empathize	verb	သူတစ်ပါးခံစားချက်ကိုနားလည်ခံစားပေးသည်|စာနာနားလည်သည်
endocrinology	noun	ဟော်မုန်းနှင့်အတွင်းလျှို့ဝှက်ဂလင်းပညာ
energetically	adverb	တက်ကြွစွာ|အားမာန်ပြည့်စွာ
energize	verb	အားတက်စေသည်|စွမ်းအင်ဖြည့်ပေးသည်
estimator	noun	ခန့်မှန်းတွက်ချက်သူ|ကုန်ကျစရိတ်ခန့်မှန်းသူ
excellently	adverb	အလွန်ကောင်းမွန်စွာ|ထူးချွန်စွာ
extrusion	noun	ညှစ်ထုတ်ခြင်း|အပြင်သို့ထွက်နေသောအစိတ်အပိုင်း
fester	verb	အနာပြည်တည်သည်|မကျေနပ်မှုတဖြည်းဖြည်းဆိုးလာသည်
flywheel	noun	အရှိန်ထိန်းဘီး|စက်၏လည်ပတ်အားထိန်းသောလေးလံဘီး
fortnightly	adjective	နှစ်ပတ်တစ်ကြိမ်ဖြစ်သော
fulcrum	noun	မောင်းတံလှည့်ရာအမှတ်|အဓိကထောက်မှတ်
hardball	noun	အလျှော့မပေးသောနည်းဗျူဟာ|ပြင်းထန်သောယှဉ်ပြိုင်နည်း
heterogeneity	noun	မတူကွဲပြားမှု|အမျိုးမျိုးကွဲပြားနေမှု
hyperactive	adjective	ပုံမှန်ထက်အလွန်လှုပ်ရှားတက်ကြွသော
immediacy	noun	ချက်ချင်းဖြစ်မှု|အလွန်နီးကပ်တိုက်ရိုက်ခံစားရမှု
immunotherapy	noun	ကိုယ်ခံအားအသုံးပြုကုသမှု
indebtedness	noun	အကြွေးတင်နေမှု|ကျေးဇူးကြွေးရှိမှု
inhospitable	adjective	နေထိုင်ရန်မသင့်တော်သော|ဧည့်ဝတ်မကျေသော
inoperable	adjective	အလုပ်မလုပ်နိုင်သော|ခွဲစိတ်၍မကုနိုင်သော
insufficiently	adverb	မလုံလောက်စွာ|မပြည့်မီအောင်
intercession	noun	အခြားသူအတွက်ကြားဝင်ဆုတောင်းခြင်း|ကြားဝင်တောင်းပန်ခြင်း
interferon	noun	ဗိုင်းရပ်စ်တားဆီးပရိုတင်းတစ်မျိုး
irrevocable	adjective	ပြန်ရုပ်သိမ်းမရသော|ပြန်မပြင်နိုင်သော
irritability	noun	စိတ်တိုလွယ်မှု|ဒေါသထွက်လွယ်မှု
laity	noun	ဘာသာရေးအမှုထမ်းမဟုတ်သောသာမန်ယုံကြည်သူများ
lingua	noun	လျှာ|ဘာသာစကားဆိုင်ရာလျှာအင်္ဂါ
mountaineer	noun	တောင်တက်သမား|တောင်တန်းဒေသနေသူ
mucous	adjective	ချွဲရည်ဆိုင်ရာ|ချွဲရည်ဖုံးလွှမ်းသော
oddball	noun	အရမ်းထူးဆန်းသူ|ပုံမှန်မဟုတ်သူ
osteoarthritis	noun	အဆစ်အရိုးနုယိုယွင်းရောဂါ
peddle	verb	လှည့်လည်ရောင်းသည်|မမှန်သတင်းသို့မဟုတ်အယူအဆဖြန့်သည်
peerless	adjective	နှိုင်းယှဉ်စရာမရှိသော|အကောင်းဆုံးဖြစ်သော
permeable	adjective	အရည်သို့မဟုတ်ဓာတ်ငွေ့စိမ့်ဝင်နိုင်သော
pillage	noun	လုယက်ရရှိသောပစ္စည်း|လုယက်ခြင်း
polyurethane	noun	ပိုလီယူရီသိန်းပလတ်စတစ်ပစ္စည်း
posit	verb	ယူဆချက်အဖြစ်တင်ပြသည်|အခြေခံယူဆသည်
precipice	noun	မတ်စောက်သောချောက်ကမ်းပါး
quickie	noun	အလျင်အမြန်လုပ်ပြီးသည့်အရာ|အမြန်လိင်ဆက်ဆံမှု
reinstall	verb	ပြန်လည်တပ်ဆင်သည်|ဆော့ဖ်ဝဲပြန်သွင်းသည်
rind	noun	အသီးအခွံထူ|အပြင်အခွံ
rosebud	noun	နှင်းဆီဖူး
ruck	noun	လူအုပ်|ရပ်ဘီကစားရာတွင်ဘောလုံးပတ်လည်စုဖွဲ့မှု
salamander	noun	ဆာလာမန်ဒါရေနေကုန်းနေသတ္တဝါ
scraper	noun	ခြစ်ကိရိယာ|ခြစ်ဖယ်ရန်သုံးသောတံ
singularly	adverb	ထူးခြားစွာ|အလွန်အမင်း
skimpy	adjective	အလွန်နည်းသော|ကိုယ်ဖုံးအဝတ်နည်းသော
spender	noun	ငွေသုံးသူ|ငွေဖြုန်းတတ်သူ
sphincter	noun	အပေါက်တစ်ခုကိုပိတ်ဖွင့်ထိန်းသောကြွက်သားဝိုင်း
stockbroker	noun	စတော့နှင့်ငွေချေးစာချုပ်အကျိုးဆောင်
stratification	noun	အလွှာလိုက်ခွဲခြားမှု|လူမှုအဆင့်အတန်းခွဲခြားမှု
sucrose	noun	ဆူးခရိုးစ်သကြားဓာတ်
sundae	noun	အပေါ်ယံအရသာထည့်ထားသောရေခဲမုန့်
sundry	adjective	အမျိုးမျိုးသော|ထွေရာလေးပါးဖြစ်သော
supercomputer	noun	အလွန်စွမ်းအားမြင့်ကွန်ပျူတာ
synapse	noun	အာရုံကြောဆဲလ်နှစ်ခုဆက်သွယ်ရာနေရာ
tranquillity	noun	တိတ်ဆိတ်ငြိမ်သက်မှု|စိတ်အေးချမ်းမှု
