being	noun	5.95
going	noun	5.94
used	adjective	5.80
three	noun	5.78
thing	noun	5.72
days	noun	5.61
getting	noun	5.57
nothing	noun	5.55
four	noun	5.53
small	noun	5.51
less	adjective	5.49
using	noun	5.47
trying	adjective	5.47
five	noun	5.45
york	noun	5.37
saying	noun	5.37
human	noun	5.35
million	noun	5.33
rather	adverb	5.32
bring	verb	5.27
song	noun	5.26
running	noun	5.23
perfect	verb	5.20
sense	verb	5.19
hour	noun	5.18
learn	verb	5.17
tried	adjective	5.16
sound	verb	5.15
step	verb	5.13
drive	verb	5.13
lower	verb	5.11
perhaps	adverb	5.09
seven	noun	5.08
ways	noun	5.06
pass	verb	5.05
piece	verb	5.04
seeing	noun	5.04
write	verb	5.03
eight	noun	5.02
quick	noun	4.98
winning	noun	4.98
asking	noun	4.96
none	noun	4.93
dance	verb	4.93
ended	adjective	4.92
latest	noun	4.92
touch	verb	4.91
christmas	noun	4.91
worse	noun	4.89
lots	noun	4.88
sick	verb	4.88
nine	noun	4.87
sitting	noun	4.86
eating	noun	4.85
throw	verb	4.83
pull	verb	4.82
acting	noun	4.82
larger	adjective	4.82
http	noun	4.81
owned	adjective	4.76
buying	noun	4.75
bigger	adjective	4.74
arts	noun	4.70
ending	noun	4.68
acts	noun	4.64
mixed	adjective	4.64
dying	noun	4.63
cutting	noun	4.61
teeth	noun	4.58
laid	adjective	4.56
crying	noun	4.56
letting	noun	4.53
eggs	noun	4.50
studied	adjective	4.49
tied	adjective	4.47
tons	noun	4.46
hitting	noun	4.46
islam	noun	4.42
sept	noun	4.35
corp	noun	4.27
aids	noun	4.25
beaten	adjective	4.21
closest	adverb	4.21
beta	noun	4.20
christianity	noun	4.19
ukrainian	noun	4.18
laying	noun	4.16
halloween	noun	4.16
fitted	adjective	4.13
coke	verb	4.08
tops	adjective	4.07
capitol	noun	4.00
linux	noun	3.99
mediterranean	noun	3.99
rico	noun	3.97
eats	noun	3.95
medicare	noun	3.94
cows	noun	3.93
topped	adjective	3.92
risen	adjective	3.86
batting	noun	3.84
popping	noun	3.83
hindi	noun	3.82
