performer	noun	ဖျော်ဖြေသူ|သရုပ်ဆောင်သူ
predominantly	adverb	အများအားဖြင့်|အဓိကအားဖြင့်
righteous	adjective	ဖြောင့်မတ်သော|တရားမျှတသော
thankfully	adverb	ကျေးဇူးတင်စွာ|ကံကောင်းစွာ
twentieth	adjective	နှစ်ဆယ်မြောက်သော
unpleasant	adjective	မနှစ်မြို့ဖွယ်|မသက်မသာဖြစ်သော
unrelated	adjective	မသက်ဆိုင်သော|ဆက်စပ်မှုမရှိသော
dong	noun	ဗီယက်နမ်ငွေကြေး
fascist	noun	ဖက်ဆစ်ဝါဒီ
imaginary	adjective	စိတ်ကူးယဉ်ဖြစ်သော|တကယ်မရှိသော
loudly	adverb	ကျယ်လောင်စွာ
pitcher	noun	ဘေ့စ်ဘောပစ်သူ|ရေထည့်ခွက်ကြီး
stall	noun	ဆိုင်ခန်းငယ်|တိရစ္ဆာန်ခန်း
trillion	noun	ထရီလီယံ|ဘီလီယံတစ်ထောင်
bodily	adjective	ကိုယ်ခန္ဓာဆိုင်ရာ
seventy	noun	ခုနစ်ဆယ်
traction	noun	ကပ်ငြိအား|ဆွဲအား
bravo	interjection	ဘရာဗို|ကောင်းတယ်
immortal	adjective	မသေနိုင်သော|အမြဲတမ်းကျော်ကြားမည့်
literal	adjective	တိုက်ရိုက်အဓိပ္ပာယ်အတိုင်းဖြစ်သော
maternal	adjective	မိခင်ဆိုင်ရာ|မိခင်ကဲ့သို့သော
softly	adverb	ညင်သာစွာ|အသံတိုးတိုးဖြင့်
theological	adjective	ဓမ္မပညာဆိုင်ရာ
duchess	noun	မြို့စားမင်းကတော်
heavenly	adjective	ကောင်းကင်ဘုံဆိုင်ရာ|အလွန်ကောင်းမွန်သော
mentality	noun	စိတ်နေစိတ်ထား|တွေးခေါ်ပုံ
metre	noun	မီတာ
newsletter	noun	သတင်းလွှာ
nineteenth	adjective	ဆယ့်ကိုးခုမြောက်သော
queer	adjective	လိင်စိတ်တိမ်းညွှတ်မှုမတူညီသော|ထူးဆန်းသော
reckon	verb	ထင်သည်|တွက်ချက်သည်
rover	noun	လှည့်လည်သွားလာသူ
stainless	adjective	သံချေးမတက်သော
turf	noun	မြက်ခင်း|နယ်မြေ
twitch	noun	ကြွက်သားတုန်ခြင်း|လှုပ်ခါမှု
armour	noun	သံချပ်ကာ|ကာကွယ်ရေးအဝတ်
conception	noun	အယူအဆ|ကိုယ်ဝန်စတင်ဖြစ်ပေါ်မှု
deed	noun	လုပ်ရပ်|ပိုင်ဆိုင်မှုစာချုပ်
dwarf	noun	လူပု|အရွယ်သေးသောအရာ
eighty	noun	ရှစ်ဆယ်
flagship	noun	အဓိကထုတ်ကုန်|ခေါင်းဆောင်သင်္ဘော
internally	adverb	အတွင်းပိုင်း၌
maths	noun	သင်္ချာ
mesh	noun	ကွန်ကွက်|ဇကာကွက်
noticeable	adjective	သိသာသော|သတိထားမိလွယ်သော
remotely	adverb	အဝေးမှ
specification	noun	သတ်မှတ်ချက်အသေးစိတ်
splendid	adjective	ခမ်းနားသော|အလွန်ကောင်းသော
