attend	verb	တက်ရောက်သည်|ရှိနေသည်
circle	noun	စက်ဝိုင်း|ဝိုင်း
concert	noun	ဂီတဖျော်ဖြေပွဲ
noise	noun	ဆူညံသံ
panel	noun	အကန့်|ဆွေးနွေးရေးအဖွဲ့
somewhat	adverb	အနည်းငယ်|အတော်အသင့်
worldwide	adjective	ကမ္ဘာတစ်ဝန်းလုံးဆိုင်ရာ
bike	noun	စက်ဘီး
cake	noun	ကိတ်မုန့်
peak	noun	အမြင့်ဆုံးအမှတ်|တောင်ထိပ်
portion	noun	အပိုင်း|ဝေစု
ultimate	adjective	အဆုံးစွန်သော|အကောင်းဆုံးသော
fantasy	noun	စိတ်ကူးယဉ်မှု|စိတ်ကူးယဉ်ကမ္ဘာ
paint	noun	ဆေး|သုတ်ဆေး
pink	noun	ပန်းရောင်
theatre	noun	ဇာတ်ရုံ|ပြဇာတ်ရုံ
comedy	noun	ဟာသ|ဟာသဇာတ်
defence	noun	ကာကွယ်မှု|ကာကွယ်ရေး
plastic	noun	ပလတ်စတစ်
semi	noun	ဆီမီးဖိုင်နယ်
porn	noun	လိင်နှိုးဆွရုပ်ပုံများ|ညစ်ညမ်းရုပ်ရှင်များ
shoulder	noun	ပခုံး
colour	noun	အရောင်
inch	noun	လက်မ
tone	noun	အသံနေအသံထား|အရောင်အနုအရင့်
topic	noun	အကြောင်းအရာ|ခေါင်းစဉ်
auto	noun	မော်တော်ကား
guitar	noun	ဂစ်တာ
pocket	noun	အိတ်ကပ်
rape	noun	မုဒိမ်းမှု|အဓမ္မလိင်ဆက်ဆံမှု
audio	noun	အသံပိုင်း|အသံ
bullshit	noun	အဓိပ္ပာယ်မရှိတဲ့စကား|ပေါက်ကရစကား
everyday	adjective	နေ့စဉ်သုံး|ပုံမှန်ဖြစ်သော
extent	noun	အတိုင်းအတာ|အကျယ်အဝန်း
killer	noun	လူသတ်သမား
lesson	noun	သင်ခန်းစာ
mount	verb	တက်သည်|တပ်ဆင်သည်
thin	adjective	ပိန်သော|ပါးသော
fort	noun	ခံတပ်
math	noun	သင်္ချာ
photography	noun	ဓာတ်ပုံပညာ|ဓာတ်ပုံရိုက်ခြင်း
legend	noun	ဒဏ္ဍာရီ
mini	adjective	အသေးစား|ပုံစံအသေး
rank	noun	အဆင့်|ရာထူးအဆင့်
helpful	adjective	အကူအညီဖြစ်သော|အသုံးဝင်သော
naked	adjective	ကိုယ်လုံးတီး|အဝတ်မဲ့
rear	noun	အနောက်ဘက်|နောက်ပိုင်း
afterwards	adverb	နောက်မှ|အဲဒီနောက်
