being	noun	5.95
going	noun	5.94
used	adjective	5.80
days	noun	5.61
getting	noun	5.57
four	noun	5.53
using	noun	5.47
trying	adjective	5.47
five	noun	5.45
york	noun	5.37
saying	noun	5.37
rather	adverb	5.32
running	noun	5.23
tried	adjective	5.16
ways	noun	5.06
seeing	noun	5.04
winning	noun	4.98
asking	noun	4.96
ended	adjective	4.92
latest	noun	4.92
christmas	noun	4.91
lots	noun	4.88
sitting	noun	4.86
eating	noun	4.85
acting	noun	4.82
larger	adjective	4.82
owned	adjective	4.76
buying	noun	4.75
bigger	adjective	4.74
arts	noun	4.70
ending	noun	4.68
acts	noun	4.64
mixed	adjective	4.64
dying	noun	4.63
cutting	noun	4.61
teeth	noun	4.58
laid	adjective	4.56
crying	noun	4.56
letting	noun	4.53
eggs	noun	4.50
studied	adjective	4.49
tied	adjective	4.47
tons	noun	4.46
hitting	noun	4.46
islam	noun	4.42
sept	noun	4.35
corp	noun	4.27
aids	noun	4.25
beaten	adjective	4.21
closest	adverb	4.21
beta	noun	4.20
christianity	noun	4.19
ukrainian	noun	4.18
laying	noun	4.16
halloween	noun	4.16
fitted	adjective	4.13
coke	verb	4.08
tops	adjective	4.07
capitol	noun	4.00
mediterranean	noun	3.99
rico	noun	3.97
eats	noun	3.95
medicare	noun	3.94
cows	noun	3.93
topped	adjective	3.92
risen	adjective	3.86
batting	noun	3.84
popping	noun	3.83
hindi	noun	3.82
tagged	adjective	3.82
asap	adverb	3.81
medicaid	noun	3.74
chang	noun	3.73
thames	noun	3.73
jeep	noun	3.72
viii	noun	3.72
yuan	noun	3.70
tipped	adjective	3.67
finnish	noun	3.67
qaeda	noun	3.65
nile	noun	3.64
hamas	noun	3.63
rigged	adjective	3.63
buddhism	noun	3.63
ebola	noun	3.62
argentine	noun	3.62
ness	noun	3.60
europa	noun	3.60
kurdish	noun	3.59
nineteen	noun	3.59
baba	noun	3.58
tang	noun	3.58
judaism	noun	3.58
semitic	noun	3.58
bollywood	noun	3.58
colt	noun	3.57
springer	noun	3.57
alps	noun	3.56
mister	noun	3.56
topping	noun	3.56
