longevity	noun	3.55	L AO0 N JH EH1 V AH0 T IY0	duration of service
meltdown	noun	3.55	M EH1 L T D AW2 N	severe overheating of the core of a nuclear reactor resulting in the core melting and radiation escaping
ministerial	adjective	3.55	M IH2 N IH0 S T IY1 R IY0 AH0 L	of or relating to a minister of religion or the minister's office
puff	noun	3.55	P AH1 F	a short light gust of air
telegram	noun	3.55	T EH1 L AH0 G R AE2 M	a message transmitted by telegraph
tuck	noun	3.55	T AH1 K	eatables (especially sweets)
uneven	adjective	3.55	AH0 N IY1 V AH0 N	not even or uniform as e.g. in shape or texture
wonderfully	adverb	3.55	W AH1 N D ER0 F AH0 L IY0	(used as an intensifier) extremely well
catcher	noun	3.54	K AE1 CH ER2	(baseball) the person who plays the position of catcher
consolation	noun	3.54	K AA2 N S AH0 L EY1 SH AH0 N	the comfort you feel when consoled in times of disappointment
dealings	noun	3.54	D IY1 L IH0 NG Z	social or verbal interchange (usually followed by `with')
dolly	noun	3.54	D AA1 L IY0	conveyance consisting of a wheeled support on which a camera can be mounted
dunk	noun	3.54	D AH1 NG K	a basketball shot in which the basketball is propelled downward into the basket
empowerment	noun	3.54	IH0 M P AW1 ER0 M AH0 N T	the act of conferring legality or sanction or formal warrant
flair	noun	3.54	F L EH1 R	a natural talent
kylie	noun	3.54	K AY1 L IY2	an Australian boomerang; one side flat and the other convex
misuse	noun	3.54	M IH0 S Y UW1 Z	improper or excessive use
overwhelmingly	adverb	3.54	OW2 V ER0 W EH1 L M IH0 NG L IY0	incapable of being resisted
reactive	adjective	3.54	R IY0 AE1 K T IH0 V	participating readily in reactions
restrictive	adjective	3.54	R IY0 S T R IH1 K T IH0 V	serving to restrict
robotic	adjective	3.54	R OW2 B AA1 T IH0 K	of or relating to mechanical robots
sawyer	noun	3.54	S AO1 Y ER0	one who is employed to saw wood
specs	noun	3.54	S P EH1 K S	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
unrealistic	adjective	3.54	AH0 N R IY2 L IH1 S T IH0 K	not realistic
whereabouts	noun	3.54	W EH1 R AH0 B AW2 T S	the general location where something is
chevy	verb	3.53	SH EH1 V IY2	annoy continually or chronically
conversely	adverb	3.53	K AA1 N V ER0 S L IY0	with the terms of the relation reversed
countess	noun	3.53	K AW1 N T AH0 S	female equivalent of a count or earl
distinctly	adverb	3.53	D IH0 S T IH1 NG K T L IY0	clear to the mind; with distinct mental discernment
gunfire	noun	3.53	G AH1 N F AY2 ER0	the act of shooting a gun
lingerie	noun	3.53	L AA1 N ZH ER0 EY2	women's underwear and nightclothes
madden	verb	3.53	M AE1 D AH0 N	cause to go crazy; cause to lose one's mind
planner	noun	3.53	P L AE1 N ER0	a person who makes plans
reap	verb	3.53	R IY1 P	gather, as of natural products
recess	noun	3.53	R IH0 S EH1 S	a state of abeyance or suspended business
runoff	noun	3.53	R AH1 N AO2 F	the occurrence of surplus liquid (as water) exceeding the limit or capacity
tandem	noun	3.53	T AE1 N D AH0 M	an arrangement of two or more objects or persons one behind another
vanguard	noun	3.53	V AE1 N G AA2 R D	the leading units moving at the head of an army
beginner	noun	3.52	B IH0 G IH1 N ER0	someone new to a field or activity
endowment	noun	3.52	EH0 N D AW1 M AH0 N T	natural abilities or qualities
erection	noun	3.52	IH0 R EH1 K SH AH0 N	an erect penis
fauna	noun	3.52	F AO1 N AH0	all the animal life in a particular region or period
finely	adverb	3.52	F AY1 N L IY0	in tiny pieces
fore	noun	3.52	F AO1 R	front part of a vessel or aircraft
hateful	adjective	3.52	HH EY1 T F AH0 L	evoking or deserving hatred; - Joseph Priestly
intensely	adverb	3.52	IH2 N T EH1 N S L IY0	in an intense manner
matte	noun	3.52	M AE1 T	a mixture of sulfides that forms when sulfide metal ores are smelted
nicotine	noun	3.52	N IH1 K AH0 T IY2 N	an alkaloid poison that occurs in tobacco; used in medicine and as an insecticide
piracy	noun	3.52	P AY1 R AH0 S IY0	hijacking on the high seas or in similar contexts; taking a ship or plane away from the control of those who are legally entitled to it
practise	verb	3.52	P R AE1 K T IH0 S	engage in a rehearsal (of)
