durian	noun	ဒူးရင်းသီး
patronise	verb	အထင်သေးသလိုဆက်ဆံသည်
godliness	noun	ဘုရားတရားကိုင်းရှိုင်းမှု
hijab	noun	ခေါင်းဖုံးအဝတ်
highball	noun	အရက်ရောဖျော်ရည်တစ်မျိုး
stabilise	verb	တည်ငြိမ်အောင်လုပ်သည်
scullery	noun	မီးဖိုချောင်အကူခန်း
dozer	noun	မြေထိုးစက်
warthog	noun	တောဝက်တစ်မျိုး
fado	noun	ပေါ်တူဂီရိုးရာဂီတ
chicory	noun	ချီကိုရီအပင်
mung	noun	ပဲတီစိမ်း
trine	noun	သုံးခုဖွဲ့စည်းမှု
badmouth	verb	မကောင်းပြောသည်
leer	verb	မလိုလားဖွယ်စိုက်ကြည့်သည်
scuttlebutt	noun	အတင်းအဖျင်း
grappa	noun	စပျစ်သီးအရက်တစ်မျိုး
suppertime	noun	ညစာစားချိန်
wringer	noun	ရေညှစ်စက်
hawthorn	noun	ဟော်သော်န်ပင်
showstopper	noun	အလွန်အာရုံစိုက်စေသောအရာ
neutralise	verb	အာနိသင်ပျက်စေသည်
overexcited	adjective	အလွန်စိတ်လှုပ်ရှားသော
stockroom	noun	ကုန်ပစ္စည်းသိုလှောင်ခန်း
bellybutton	noun	ချက်
cellblock	noun	အကျဉ်းခန်းအစု
mystified	adjective	အလွန်နားမလည်ဖြစ်သော
jockstrap	noun	အားကစားသမားအောက်ခံကာအဝတ်
urination	noun	ဆီးသွားခြင်း
tangent	noun	ထိမျဉ်း
embroider	verb	ပန်းထိုးသည်
instalment	noun	အရစ်ကျငွေ
couplet	noun	ကဗျာနှစ်ကြောင်းတွဲ
pantsuit	noun	ဘောင်းဘီပါအမျိုးသမီးဝတ်စုံ
linguini	noun	ခေါက်ဆွဲတစ်မျိုး
nougat	noun	အချိုတစ်မျိုး
deepen	verb	ပိုနက်စေသည်
bushido	noun	ဆာမူရိုင်းကျင့်ဝတ်
liquorice	noun	ချိုမြိန်သောဆေးဖက်ဝင်အမြစ်
bunion	noun	ခြေမအဆစ်အဖု
sicken	verb	နေမကောင်းဖြစ်စေသည်
woodshed	noun	ထင်းသိုလှောင်ရုံ
uninhibited	adjective	အတားအဆီးမရှိရဲတင်းသော
penknife	noun	ခေါက်ဓားငယ်
fulfilment	noun	ပြည့်စုံဖြည့်ဆည်းမှု
summerhouse	noun	နွေရာသီအပန်းဖြေအိမ်
persimmon	noun	တည်သီး
unflattering	adjective	မလှပစေသော
wishbone	noun	ဆုတောင်းအရိုး
ricin	noun	အလွန်အဆိပ်ပြင်းပရိုတိန်း
scruff	noun	လည်ပင်းနောက်ဘက်
baptise	verb	နှစ်ခြင်းပေးသည်
shuffleboard	noun	ပြားလျှောကစားနည်း
bellyache	noun	ဗိုက်နာခြင်း
unmitigated	adjective	အပြည့်အဝဆိုးရွားသော
wordplay	noun	စကားလုံးကစားနည်း
fertiliser	noun	မြေဩဇာ
dhoti	noun	ခါးပတ်အဝတ်ရှည်
scull	verb	လှော်တံဖြင့်လှော်သည်
purebred	adjective	မျိုးရိုးစစ်သော
nape	noun	လည်ပင်းနောက်ဘက်
sleepwalk	verb	အိပ်ရင်းလမ်းလျှောက်သည်
headlock	noun	ခေါင်းနှင့်လည်ပင်းချုပ်ကိုင်နည်း
fibbing	noun	လိမ်ပြောခြင်း
truncheon	noun	ရဲတုတ်
passkey	noun	တံခါးအများစုဖွင့်နိုင်သောသော့
seafaring	adjective	ပင်လယ်ခရီးသွားသော
trigonometry	noun	တြိဂံမီတိ
spritzer	noun	ဖျော်ရည်တစ်မျိုး
brokenhearted	adjective	နှလုံးကြေကွဲသော
whist	noun	ဖဲကစားနည်းတစ်မျိုး
sacristy	noun	ဘုရားကျောင်းဝတ်စုံပစ္စည်းသိမ်းခန်း
ruble	noun	ရူဘယ်ငွေကြေး
porkchop	noun	ဝက်သားပြား
baklava	noun	အချိုမုန့်တစ်မျိုး
perjure	verb	တရားရုံးတွင်မုသားကျိန်ဆိုသည်
pumpernickel	noun	ဂျုံကြမ်းပေါင်မုန့်
aggro	noun	ရန်လိုမှု
ventilate	verb	လေဝင်လေထွက်ပေးသည်
canasta	noun	ဖဲကစားနည်းတစ်မျိုး
schilling	noun	ရှီလင်ငွေကြေးဟောင်း
sideswipe	verb	ဘေးတိုက်ပွတ်တိုက်သည်
offal	noun	တိရစ္ဆာန်အတွင်းကလီစာ
rockfish	noun	ကျောက်တန်းနားနေငါးတစ်မျိုး
childishness	noun	ကလေးဆန်မှု
escargot	noun	ခရုဟင်း
legation	noun	သံတမန်ရုံးငယ်
camo	noun	ဖုံးကွယ်ပုံစံအဝတ်
brainwave	noun	ရုတ်တရက်ပေါ်လာသောအကြံကောင်း
defecate	verb	မစင်စွန့်သည်
anteater	noun	ပုရွက်ဆိတ်စားသတ္တဝါ
icecream	noun	ရေခဲမုန့်
shiatsu	noun	ဖိနှိပ်နှိပ်နယ်နည်း
caboodle	noun	အရာအားလုံးစုစုပေါင်း
taffeta	noun	ချောမွေ့သောအထည်တစ်မျိုး
copulation	noun	လိင်ဆက်ဆံမှု
squab	noun	ခိုကလေး
unwitting	adjective	မသိလိုက်သော
unchain	verb	သံကြိုးဖြုတ်သည်
tamarind	noun	မန်ကျည်းသီး
