reception	noun	R IH0 S EH1 P SH AH0 N	the manner in which something is greeted
correctly	adverb	K ER0 EH1 K T L IY0	in an accurate manner
worry	noun	W ER1 IY0	something or someone that causes anxiety; a source of unhappiness
hybrid	noun	HH AY1 B R AH0 D	a word that is composed of parts from different languages (e.g., `monolingual' has a Greek prefix and a Latin root)
intermediate	noun	IH2 N T ER0 M IY1 D IY0 IH0 T	a substance formed during a chemical process before the desired product is obtained
leaf	noun	L IY1 F	the main organ of photosynthesis and transpiration in higher plants
glory	noun	G L AO1 R IY0	a state of high honor
overnight	adjective	OW1 V ER0 N AY1 T	lasting, open, or operating through the whole night
geographic	adjective	JH IY2 AH0 G R AE1 F IH0 K	of or relating to the science of geography
romantic	noun	R OW0 M AE1 N T IH0 K	a soulful or amorous idealist
slowly	adverb	S L OW1 L IY0	without speed (`slow' is sometimes used informally for `slowly')
meal	noun	M IY1 L	the food served and eaten at one time
unlike	adjective	AH0 N L AY1 K	marked by dissimilarity
quarterly	noun	K W AO1 R T ER0 L IY0	a periodical that is published every quarter (or four issues per year)
swing	noun	S W IH1 NG	a state of steady vigorous action that is characteristic of an activity
talent	noun	T AE1 L AH0 N T	natural abilities or qualities
offset	noun	AO0 F S EH1 T	the time at which something is supposed to begin
payday	noun	P EY1 D EY2	the day on which you receive pay for your work
elite	noun	IH0 L IY1 T	a group or class of persons enjoying superior intellectual or social or economic status
spin	noun	S P IH1 N	a swift whirling motion (usually of a missile)
wash	noun	W AA1 SH	a thin coat of water-base paint
gnome	noun	N OW1 M	a legendary creature resembling a tiny old man; lives in the depths of the earth and guards buried treasure
knight	noun	N AY1 T	originally a person of noble birth trained to arms and chivalry; today in Great Britain a person honored by the sovereign for personal merit
teenage	adjective	T IY1 N EY2 JH	being of the age 13 through 19
soap	noun	S OW1 P	a cleansing agent made from the salts of vegetable or animal fats
triple	noun	T R IH1 P AH0 L	a base hit at which the batter stops safely at third base
basically	adverb	B EY1 S IH0 K L IY0	in essence; at bottom or by one's (or its) very nature
median	noun	M IY1 D IY0 AH0 N	the value below which 50% of the cases fall
herein	adverb	HH IH0 R IH1 N	in this place or thing or document
horny	adjective	HH AO1 R N IY0	feeling great sexual desire
basics	noun	B EY1 S IH0 K S	a statement of fundamental facts or principles
punk	noun	P AH1 NG K	an aggressive and violent young criminal
duke	noun	D UW1 K	a British peer of the highest rank
confirmation	noun	K AA2 N F ER0 M EY1 SH AH0 N	additional proof that something that was believed (some fact or hypothesis or theory) is correct
wizard	noun	W IH1 Z ER0 D	someone who is dazzlingly skilled in any field
corps	noun	K AO1 R	an army unit usually consisting of two or more divisions and their support
lookup	noun	L UH1 K AH0 P	an operation that determines whether one or more of a set of items has a specified property
doll	noun	D AA1 L	a small replica of a person; used as a toy
herald	noun	HH EH1 R AH0 L D	(formal) a person who announces important news
thirty	noun	TH ER1 D IY2	the cardinal number that is the product of ten and three
rapidly	adverb	R AE1 P AH0 D L IY0	with rapid movements
temp	noun	T EH1 M P	a worker (especially in an office) hired on a temporary basis
wrap	noun	R AE1 P	cloak that is folded or wrapped around a person
sigma	noun	S IH1 G M AH0	the 18th letter of the Greek alphabet
moreover	adverb	M AO0 R OW1 V ER0	in addition
polyphonic	adjective	P AA2 L IH2 F AA1 N IH0 K	having two or more phonetic values
aside	noun	AH0 S AY1 D	a line spoken by an actor to the audience but not intended for others on the stage
licence	noun	L AY1 S AH0 N S	excessive freedom; lack of due restraint; - Will Durant; - Edmund Burke
alphabetical	adjective	AE2 L F AH0 B EH1 T IH0 K AH0 L	relating to or expressed by a writing system that uses an alphabet
handheld	adjective	HH AE1 N D HH EH1 L D	small and light enough to be operated while you hold it in your hands
