telling	noun	4.92	an act of narration
wear	noun	4.92	impairment resulting from long use
anyway	adverb	4.91	used to indicate that a statement explains or supports a previous statement
choose	verb	4.91	pick out, select, or choose from a number of alternatives
color	noun	4.91	a visual attribute of things that results from the light they emit or transmit or reflect
dream	noun	4.91	a series of mental images and emotions occurring during sleep
finish	noun	4.91	a decorative texture or appearance of a surface (or the substance that gives it that appearance)
grand	noun	4.91	the cardinal number that is the product of 10 and 100
speaking	noun	4.91	the utterance of intelligible speech
thus	noun	4.91	an aromatic gum resin obtained from various Arabian or East African trees; formerly valued for worship and for embalming and fumigation
touch	noun	4.91	the event of something coming in contact with the body
yesterday	noun	4.91	the day immediately before today
drink	noun	4.90	a single serving of a beverage
driving	noun	4.90	hitting a golf ball off of a tee with a driver
greater	adjective	4.90	greater in size or importance or degree
grow	verb	4.90	pass into a condition gradually, take on a specific property or attribute; become
sit	verb	4.90	be seated
fully	adverb	4.89	to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form)
highly	adverb	4.89	to a high degree or extent; favorably or with much respect
holding	noun	4.89	the act of retaining something
spot	noun	4.89	a point located with respect to surface features of some region
winter	noun	4.89	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
worse	noun	4.89	something inferior in quality or condition or effect
award	noun	4.88	a grant made by a law court
holy	noun	4.88	a sacred place of pilgrimage
killing	noun	4.88	an event that causes someone to die
lots	noun	4.88	a large number or amount
rates	noun	4.88	a local tax on property (usually used in the plural)
showing	noun	4.88	the display of a motion picture
sick	noun	4.88	people who are sick
catch	noun	4.87	a drawback or difficulty that is not readily evident
nine	noun	4.87	the cardinal number that is the sum of eight and one
pop	noun	4.87	an informal term for a father; probably derived from baby talk
therefore	adverb	4.87	(used to introduce a logical conclusion) from that fact or reason or as a result
weather	noun	4.87	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation
evening	noun	4.86	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
heat	noun	4.86	a form of energy that is transferred by a difference in temperature
sitting	noun	4.86	(photography) the act of assuming a certain position (as for a photograph or portrait)
standing	noun	4.86	social or financial or professional status or reputation
walking	noun	4.86	the act of traveling by foot
eating	noun	4.85	the act of consuming food
fat	noun	4.85	a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides)
learned	verb	4.85	gain knowledge or skills
opened	verb	4.85	cause to open or to become open
prior	noun	4.85	the head of a religious order; in an abbey the prior is next below the abbot
ride	noun	4.85	a journey in a vehicle (usually an automobile)
serve	noun	4.85	(sports) a stroke that puts the ball in play
signed	verb	4.85	mark with one's signature; write one's name (on)
wearing	noun	4.85	(geology) the mechanical process of wearing or grinding something down (as by particles washing over it)
wonderful	adjective	4.85	extraordinarily good or great ; used especially as intensifiers
