wing	noun	4.61	a movable organ for flying (one of a pair)
dealing	noun	4.60	method or manner of conduct in relation to others
info	noun	4.60	a message received and understood
newspaper	noun	4.60	a daily or weekly publication on folded sheets; contains news and articles and advertisements
painting	noun	4.60	graphic art consisting of an artistic composition made by applying paints to a surface
reserve	noun	4.60	formality and propriety of manner
communications	noun	4.59	the discipline that studies the principles of transmiting information and the methods by which it is delivered (as print or radio or television etc.)
cry	noun	4.59	a loud utterance; often in protest or opposition
dollar	noun	4.59	the basic monetary unit in many countries; equal to 100 cents
folks	noun	4.59	your parents
gender	noun	4.59	a grammatical category in inflected languages governing the agreement between nouns and pronouns and adjectives; in some languages it is quite arbitrary but in Indo-European languages it is usually based on sex or animateness
instance	noun	4.59	an occurrence of something
mile	noun	4.59	a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters
universe	noun	4.59	everything that exists anywhere
flag	noun	4.58	emblem usually consisting of a rectangular piece of cloth of distinctive design
teeth	noun	4.58	the kind and number and arrangement of teeth (collectively) in a person or animal
cheese	noun	4.57	a solid food prepared from the pressed curd of milk
diet	noun	4.57	a prescribed selection of foods
favourite	noun	4.57	a competitor thought likely to win
item	noun	4.57	a distinct part that can be specified separately in a group of things that could be enumerated on a list
parent	noun	4.57	a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian
programme	noun	4.57	an announcement of the events that will occur as part of a theatrical or sporting event
tight	adjective	4.57	closely constrained or constricted or constricting
weekly	noun	4.57	a periodical that is published every week (or 52 issues per year)
crying	noun	4.56	the process of shedding tears (usually accompanied by sobs or other inarticulate sounds)
laid	verb	4.56	put into a certain place or abstract location
sleeping	noun	4.56	the state of being asleep
tool	noun	4.56	an implement used in the practice of a vocation
attend	verb	4.55	be present at (meetings, church services, university), etc.
circle	noun	4.55	ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point
concert	noun	4.55	a performance of music by players or singers not involving theatrical staging
noise	noun	4.55	sound of any kind (especially unintelligible or dissonant sound)
panel	noun	4.55	sheet that forms a distinct (usually flat and rectangular) section or component of something
somewhat	adverb	4.55	to a small degree or extent
tip	noun	4.55	the extreme end of something; especially something pointed
checked	verb	4.54	examine so as to determine accuracy, quality, or condition
driven	verb	4.54	operate or control a vehicle
exciting	verb	4.54	arouse or elicit a feeling
worldwide	adjective	4.54	spanning or extending throughout the entire world
bike	noun	4.53	a motor vehicle with two wheels and a strong frame
cake	noun	4.53	a block of solid substance (such as soap or wax)
letting	noun	4.53	property that is leased or rented out or let
peak	noun	4.53	the most extreme possible amount or value
portion	noun	4.53	something determined in relation to something that includes it
seats	noun	4.53	an area that includes places where several people can sit
ultimate	noun	4.53	the finest or most superior quality of its kind
fantasy	noun	4.52	imagination unrestricted by reality
paint	noun	4.52	a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating
pink	noun	4.52	a light shade of red
registered	verb	4.52	record in writing; enter into a book of names or events or transactions
