knowing	noun	4.76	a clear and certain mental apprehension
liked	verb	4.76	prefer or wish to do something
owned	verb	4.76	have ownership or possession of
stick	noun	4.76	an implement consisting of a length of wood
beauty	noun	4.75	the qualities that give pleasure to the senses
billion	noun	4.75	the number that is represented as a one followed by 12 zeros; in the United Kingdom the usage followed in the United States is frequently seen
buying	noun	4.75	the act of buying
paying	verb	4.75	give money, usually in exchange for goods or services
roll	noun	4.75	rotary motion of an object around its own axis
youth	noun	4.75	a young person (especially a young man or boy)
bigger	adjective	4.74	large or big relative to something else
breaking	noun	4.74	the act of breaking something
edge	noun	4.74	the boundary of a surface
forever	adverb	4.74	for a limitless time; ; - P.P.Bliss
mad	adjective	4.74	roused to anger; - Mark Twain
blog	noun	4.73	a shared on-line journal where people can post diary entries about their personal experiences and hobbies
closer	noun	4.73	a person who closes something
joined	verb	4.73	become part of; become a member of a group or organization
sport	noun	4.73	an active diversion requiring physical exertion and competition
steps	noun	4.73	a flight of stairs or a flight of steps
afternoon	noun	4.72	the part of the day between noon and evening
clothes	noun	4.72	clothing in general
flat	noun	4.72	a level tract of land
hello	noun	4.72	an expression of greeting
ill	noun	4.72	an often persistent bodily disorder or disease; a cause for complaining
mail	noun	4.72	the bags of letters and packages that are transported by the postal service
pair	noun	4.72	a set of two similar things considered as a unit
proper	adjective	4.72	marked by suitability or rightness or appropriateness
quarter	noun	4.72	one of four equal parts
teaching	noun	4.72	the profession of a teacher
upper	noun	4.72	the higher of two berths
anywhere	adverb	4.71	at or in or to any place; ; (`anyplace' is used informally for `anywhere')
bringing	noun	4.71	the act of delivering or distributing something (as goods or mail)
drinking	noun	4.71	the act of consuming liquids
fantastic	adjective	4.71	ludicrously odd
hundred	noun	4.71	ten 10s
joint	noun	4.71	(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)
mix	noun	4.71	a commercially prepared mixture of dry ingredients
museum	noun	4.71	a depository for collecting and displaying objects having scientific or historical or artistic value
rain	noun	4.71	water falling in drops from vapor condensed in the atmosphere
spending	noun	4.71	the act of spending or disbursing money
turning	noun	4.71	the act of changing or reversing the direction of the course
warm	verb	4.71	get warm or warmer
arts	noun	4.70	studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills)
dating	noun	4.70	use of chemical analysis to estimate the age of geological specimens
filled	verb	4.70	make full, also in a metaphorical sense
suit	noun	4.70	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
listed	verb	4.69	give or make a list of; name individually; give the names of
native	noun	4.69	an indigenous person who was born in a particular place
noted	verb	4.69	make mention of
