many	adjective	5.91	a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number
never	adverb	5.91	not ever; at no time in the past or future
world	noun	5.89	everything that exists anywhere
great	noun	5.88	a person who has achieved distinction and honor in some field
through	adjective	5.87	having finished or arrived at completion
last	noun	5.86	the temporal end; the concluding time
while	noun	5.86	a period of indeterminate length (usually short) marked by some action or condition
such	adjective	5.84	of so extreme a degree or extent
long	verb	5.81	desire strongly or persistently
look	noun	5.81	the feelings expressed on a person's face
use	noun	5.81	the act of using
used	verb	5.80	put into service; make work or employ for a particular purpose or for its inherent or natural purpose
both	adjective	5.79	(used with count nouns) two considered together; the two
every	adjective	5.79	(used of count nouns) each and all of the members of a group considered singly and without exception
come	noun	5.78	the thick white fluid containing spermatozoa that is ejaculated by the male genital tract
part	noun	5.78	something determined in relation to something that includes it
three	noun	5.78	the cardinal number that is the sum of one and one and one
around	adverb	5.77	in the area or vicinity
between	adverb	5.77	in the interval
always	adverb	5.76	at all times; all the time and on every occasion
better	noun	5.76	something superior in quality or condition or effect
find	noun	5.76	a productive insight
help	noun	5.75	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose
high	noun	5.75	a lofty level or position or degree
little	noun	5.75	a small amount or duration
another	adjective	5.74	any of various alternatives; some other
own	verb	5.74	have ownership or possession of
things	noun	5.74	any movable possession (especially articles of clothing)
under	adjective	5.73	located below or beneath something else
game	noun	5.72	a contest with rules to determine a winner
thing	noun	5.72	a special situation
give	noun	5.71	the elasticity of something that can be stretched and returns to its original length
again	adverb	5.70	anew
next	adjective	5.70	immediately following in time or order
each	adjective	5.69	(used of count nouns) every one considered individually
end	noun	5.68	either extremity of something that has length
must	noun	5.68	a necessary or essential thing
show	noun	5.68	the act of publicly exhibiting or entertaining
big	adjective	5.67	above average in size or number or quantity or magnitude or extent
feel	noun	5.67	an intuitive awareness;  or
sure	adjective	5.67	having or feeling no doubt or uncertainty; confident and assured
ever	adverb	5.66	at any time
keep	noun	5.66	the financial means whereby one lives
might	noun	5.66	physical strength
please	verb	5.66	give pleasure to or be pleasing to
put	noun	5.66	the option to sell a given stock (or stock index or commodity future) at a given price before a given date
second	noun	5.63	1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites
someone	noun	5.63	a human being
away	adjective	5.62	not present; having left
days	noun	5.61	the time during which someone's life continues
