originally	adverb	4.69	in an original manner
supreme	adjective	4.69	final or last in your life or progress
tech	noun	4.69	a school teaching mechanical and industrial arts and the applied sciences
user	noun	4.69	a person who makes use of a thing; someone who uses or employs something
yellow	noun	4.69	yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons
ending	noun	4.68	the end of a word (a suffix or inflectional ending or final morpheme)
exercise	noun	4.68	the activity of exerting your muscles in various ways to keep fit
planet	noun	4.68	(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction
soft	adjective	4.68	yielding readily to pressure or weight
sugar	noun	4.68	a white crystalline carbohydrate used as a sweetener and preservative
entry	noun	4.67	an item inserted in a written record
golden	adjective	4.67	having the deep slightly brownish color of gold
grown	verb	4.67	pass into a condition gradually, take on a specific property or attribute; become
pool	noun	4.67	an excavation that is (usually) filled with water
testing	noun	4.67	the act of subjecting to experimental test in order to determine how well something works
values	noun	4.67	beliefs of a person or social group in which they have an emotional investment (either for or against something)
hole	noun	4.66	an opening into or through something
listening	noun	4.66	the act of hearing attentively
pack	noun	4.66	a large indefinite number
recorded	verb	4.66	make a record of; set down in permanent form
sub	noun	4.66	a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States
cute	adjective	4.65	attractive especially by means of smallness or prettiness or quaintness
numerous	adjective	4.65	amounting to a large indefinite number
twenty	noun	4.65	the cardinal number that is the sum of nineteen and one
fill	noun	4.64	a quantity sufficient to satisfy
mixed	verb	4.64	mix together different elements
properly	adverb	4.64	in the right manner
thousand	noun	4.64	the cardinal number that is the product of 10 and 100
besides	adverb	4.63	making an additional point; anyway
chicken	noun	4.63	the flesh of a chicken used for food
dying	noun	4.63	the time when something ends
meat	noun	4.63	the flesh of animals (including fishes and birds and snails) used as food
mode	noun	4.63	how something is done or how it happens
passing	noun	4.63	(American football) a play that involves one player throwing the ball to a teammate
trading	noun	4.63	buying or selling securities or commodities
zero	noun	4.63	a quantity of no importance
cream	noun	4.62	the best people or things in a group
giant	noun	4.62	any creature of exceptional size
kingdom	noun	4.62	a domain in which something is dominant
serving	noun	4.62	an individual quantity of food or drink taken as part of a meal
theme	noun	4.62	the subject matter of a conversation or discussion
unfortunately	adverb	4.62	by bad luck
usual	adjective	4.62	occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure
alcohol	noun	4.61	a liquor or brew containing alcohol as the active agent
cutting	noun	4.61	the activity of selecting the scenes to be shown and putting them together to create a film
humans	noun	4.61	all of the living human inhabitants of the earth
medium	noun	4.61	a means or instrumentality for storing or communicating information
sending	noun	4.61	the act of causing something to go (especially messages)
talks	noun	4.61	a discussion intended to produce an agreement
unable	adjective	4.61	(usually followed by `to') not having the necessary means or skill or know-how
