early	adjective	5.43	at or near the beginning of a period of time or course of events or before the usual or expected time
thanks	noun	5.43	an acknowledgment of appreciation
ago	adjective	5.42	gone by; or in the past
talk	noun	5.42	an exchange of ideas via conversation
given	noun	5.41	an assumption that is taken for granted
half	noun	5.41	one of two equal parts of a divisible whole
often	adverb	5.41	many times at short intervals
coming	noun	5.40	the act of drawing spatially closer to something
food	noun	5.40	any substance that can be metabolized by an animal to give energy and build tissue
hours	noun	5.40	a period of time assigned for work
pay	noun	5.40	something that remunerates
almost	adverb	5.39	(of actions or states) slightly short of or not quite accomplished; all but
fuck	noun	5.39	slang for sexual intercourse
known	verb	5.39	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about
large	noun	5.39	a garment size for a large person
several	adjective	5.39	(used with count nouns) of an indefinite number more than 2 or 3 but not many
taking	noun	5.39	the act of someone who picks up or takes something
wrong	noun	5.39	that which is contrary to the principles of justice or law
along	adverb	5.38	with a forward motion
girl	noun	5.38	a young woman
pretty	adjective	5.38	pleasing by delicacy or grace; not imposing
air	noun	5.37	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of
hit	noun	5.37	(baseball) a successful stroke in an athletic contest (especially in baseball)
playing	noun	5.37	the act of playing a musical instrument
saying	noun	5.37	a word or phrase that particular people use in particular situations
yeah	adverb	5.37	not only so, but
close	noun	5.36	the temporal end; the concluding time
past	noun	5.36	the time that has elapsed
human	noun	5.35	any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage
woman	noun	5.35	an adult female person (as opposed to a man)
ask	verb	5.34	inquire about
late	adjective	5.34	being or occurring at an advanced period of time or after a usual or expected time
leave	noun	5.34	the period of time during which you are absent from work or duty
either	adverb	5.33	after a negative statement used as an intensive meaning something like `likewise' or `also'
fucking	noun	5.33	slang for sexual intercourse
million	noun	5.33	the number that is represented as a one followed by 6 zeros
morning	noun	5.33	the time period between dawn and noon
short	noun	5.33	the location on a baseball field where the shortstop is stationed
stay	noun	5.33	continuing or remaining in a place or state
taken	verb	5.33	carry out
age	noun	5.32	how long something has existed
buy	noun	5.32	an advantageous purchase
rather	adverb	5.32	on the contrary
soon	adverb	5.32	in the near future
third	noun	5.32	one of three equal parts of a divisible whole
turn	noun	5.32	a circular segment of a curve
check	noun	5.31	a written order directing a bank to pay money
further	verb	5.31	promote the growth of
minutes	noun	5.31	a written account of what transpired at a meeting
act	noun	5.30	a legal document codifying the result of deliberations of a committee or society or legislative body
