agreed	verb	4.84	be in accord; be in agreement
bottom	noun	4.84	the lower side of anything
famous	adjective	4.84	widely known and esteemed
keeping	noun	4.84	conformity or harmony
square	noun	4.84	(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon
stopped	verb	4.84	come to a halt, stop moving
twice	adverb	4.84	two times
wind	noun	4.84	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure
cent	noun	4.83	a fractional monetary unit of several countries
count	noun	4.83	the total number counted
fourth	noun	4.83	following the third position; number four in a countable series
fresh	adjective	4.83	recently made, produced, or harvested
scale	noun	4.83	an ordered reference standard
smart	noun	4.83	a kind of pain such as that caused by a wound or a burn or a sore
surface	noun	4.83	the outer boundary of an artifact or a material layer constituting or resembling such a boundary
throw	noun	4.83	the act of throwing (propelling something with a rapid movement of the arm and wrist)
acting	noun	4.82	the performance of a part or role in a drama
click	noun	4.82	a short light metallic sound
fashion	noun	4.82	how something is done or how it happens
larger	adjective	4.82	large or big relative to something else
metal	noun	4.82	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
mid	adjective	4.82	used in combination to denote the middle
pull	noun	4.82	the act of pulling; applying force to move something toward or with you
push	noun	4.82	the act of applying force in order to move something away
seat	noun	4.82	a space reserved for sitting (as in a theater or on a train or airplane)
animal	noun	4.81	a living organism characterized by voluntary movement
enter	verb	4.81	to come or go into
gain	noun	4.81	a quantity that is added
prime	noun	4.81	a number that has no factor but itself and 1
rise	noun	4.81	a growth in strength or number or importance
selling	noun	4.81	the exchange of goods for an agreed sum of money
silver	noun	4.81	a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
adult	noun	4.80	a fully developed person from maturity onward
edition	noun	4.80	the form in which a text (especially a printed book) is published
happening	noun	4.80	an event that happens
healthy	adjective	4.80	having or indicating good health in body or mind; free from infirmity or disease
smaller	adjective	4.80	small or little relative to something else
extremely	adverb	4.79	to a high degree or extent; favorably or with much respect
greatest	adjective	4.79	highest in quality
indeed	adverb	4.79	in truth (often tends to intensify)
till	noun	4.79	unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together
apart	adjective	4.78	remote and separate physically or socially; ; - W.H.Hudson
fifth	noun	4.78	a quantity of liquor equal to one fifth of a United States gallon
gift	noun	4.78	something acquired without compensation
helping	noun	4.78	an individual quantity of food or drink taken as part of a meal
dear	noun	4.77	a beloved person; used as terms of endearment
neither	adjective	4.77	not either; not one or the other
dress	noun	4.76	a one-piece garment for a woman; has skirt and bodice
fellow	noun	4.76	a boy or man
horse	noun	4.76	solid-hoofed herbivorous quadruped domesticated since prehistoric times
