are	noun	6.74	a unit of surface area equal to 100 square meters
have	noun	6.71	a person who possesses great material wealth
not	adverb	6.69	negation of a word or group of words
but	adverb	6.63	and nothing more
all	adjective	6.52	quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class
one	noun	6.47	the smallest whole number or a numeral representing this number
can	noun	6.46	airtight sealed metal container for food or drink or paint etc.
just	adjective	6.43	used especially of what is legally or ethically right or proper or fitting; - A.Lincoln
like	noun	6.41	a similar kind; ,
about	adjective	6.40	on the move
out	noun	6.38	(baseball) a failure by a batter or runner to reach a base safely in baseball
there	noun	6.31	a location other than here; that place
time	noun	6.29	an instance or single occasion for some event
get	noun	6.28	a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent
people	noun	6.25	(plural) any group of human beings (men or women or children) collectively
some	adjective	6.20	quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity
also	adverb	6.19	in addition
now	noun	6.18	the momentary present
other	adjective	6.16	not the same one or ones already mentioned or implied; - the White Queen
good	noun	6.12	benefit
only	adjective	6.12	being the only one; single and isolated from others
after	adjective	6.11	located farther aft
first	noun	6.11	the first or highest in an ordering or series
know	noun	6.10	the fact of being aware of information that is known to few people
two	noun	6.10	the cardinal number that is the sum of one and one or a numeral representing this number
make	noun	6.08	a recognizable kind
over	noun	6.08	(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch
think	noun	6.08	an instance of deliberate thinking
any	adjective	6.07	one or some or every or all without specification
then	noun	6.07	that time; that moment
want	noun	6.04	a state of extreme poverty
well	noun	6.03	a deep hole or shaft dug or drilled to obtain water or oil or gas or brine
said	verb	6.01	express in words
most	adjective	6.00	(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number
much	noun	6.00	a great amount or extent
very	adjective	6.00	precisely as stated
even	noun	5.99	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
really	adverb	5.97	in accordance with truth or fact or reality
work	noun	5.96	activity directed toward making or doing something
year	noun	5.96	a period of time containing 365 (or 366) days
years	noun	5.96	a late time of life
being	noun	5.95	the state or fact of existing
too	adverb	5.95	to a degree exceeding normal or proper limits
going	noun	5.94	the act of departing
before	adverb	5.93	earlier in time; previously
off	verb	5.93	kill intentionally and with premeditation
why	noun	5.93	the cause or intention underlying an action or situation, especially in the phrase `the whys and wherefores'
made	verb	5.92	engage in
still	noun	5.92	a static photograph (especially one taken from a movie and used for advertising purposes)
take	noun	5.92	the income or profit arising from such transactions as the sale of land or other property
