play	noun	5.61	a dramatic work intended for performance by actors on a stage
company	noun	5.60	an institution created to conduct business
few	noun	5.60	a small elite group
done	verb	5.58	engage in
however	adverb	5.58	despite anything to the contrary (usually following a concession)
getting	noun	5.57	the act of acquiring something
group	noun	5.57	any number of entities (members) considered as a unit
looking	noun	5.57	the act of directing the eyes toward something and perceiving it visually
top	noun	5.57	the upper part of anything
start	noun	5.56	the beginning of anything
times	noun	5.56	a more or less definite period of time now or previously present
week	noun	5.56	any period of seven consecutive days
already	adverb	5.55	prior to a specified or implied time
nothing	noun	5.55	a quantity of no importance
person	noun	5.55	a human being
today	noun	5.55	the present time or age
enough	noun	5.54	an adequate quantity; a quantity that is large enough to achieve a purpose
live	verb	5.54	inhabit or live in; be an inhabitant of
making	noun	5.54	the act that results in something coming to be
read	noun	5.54	something that is read
yet	adverb	5.54	up to the present time
bad	noun	5.53	that which is below standard or expectations as of ethics or decency
four	noun	5.53	the cardinal number that is the sum of three and one
hard	adjective	5.53	not easy; requiring great physical or mental effort to accomplish or comprehend or endure
once	adverb	5.53	on one occasion
music	noun	5.52	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
stop	noun	5.52	the event of something ending
water	noun	5.52	binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
men	noun	5.51	the force of workers available
small	noun	5.51	the slender part of the back
side	noun	5.50	a place within a region identified relative to a center or reference location
though	adverb	5.50	(postpositive) however
try	noun	5.50	earnest and conscientious activity intended to do or accomplish something
yes	noun	5.50	an affirmative
later	adjective	5.49	coming at a subsequent time or stage
less	adjective	5.49	(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree
line	noun	5.49	a formation of people or things one beside another
run	noun	5.49	a score in baseball made by a runner touching all four bases safely
open	noun	5.48	a clear or unobstructed space or expanse of land or water
thank	verb	5.48	express gratitude or show appreciation to
trying	verb	5.47	make an effort or attempt
using	noun	5.47	an act that exploits or victimizes someone (treats them unfairly)
whole	noun	5.46	all of something including all its component elements or parts
five	noun	5.45	the cardinal number that is the sum of four and one
maybe	adverb	5.45	by chance
working	noun	5.45	a mine or quarry that is being or has been worked
health	noun	5.44	a healthy state of wellbeing free from disease
least	noun	5.44	something that is of no importance
within	adverb	5.44	on the inside
able	adjective	5.43	(usually followed by `to') having the necessary means or skill or know-how or authority to do something
