beating	noun	B IY1 T IH0 NG	the act of overcoming or outdoing
whatsoever	adjective	W AH2 T S OW0 EH1 V ER0	one or some or every or all without specification
lithium	noun	L IH1 TH IY0 AH0 M	a soft silver-white univalent element of the alkali metal group; the lightest metal known; occurs in several minerals
sedan	noun	S AH0 D AE1 N	a car that is closed and that has front and rear seats and two or four doors
planting	noun	P L AE1 N T IH0 NG	the act of fixing firmly in place
alphabetically	adverb	AE2 L F AH0 B EH1 T IH0 K L IY0	in alphabetical order
lining	noun	L AY1 N IH0 NG	a protective covering that protects an inside surface
flora	noun	F L AO1 R AH0	all the plant life in a particular region or period
freeman	noun	F R IY1 M AH0 N	a person who is not a serf or a slave
scat	noun	S K AE1 T	singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument
liquor	noun	L IH1 K ER0	an alcoholic beverage that is distilled rather than fermented
bash	noun	B AE1 SH	a vigorous blow
occupancy	noun	AA1 K Y AH0 P AH0 N S IY0	an act of being a tenant or occupant
constructor	noun	K AH0 N S T R AH1 K T ER0	someone who contracts for and supervises construction (as of a building)
issuance	noun	IH1 SH UW0 AH0 N S	the act of providing an item for general use or for official purposes (usually in quantity)
decoration	noun	D EH2 K ER0 EY1 SH AH0 N	something used to beautify
biotech	noun	B AY1 OW0 T EH2 K	the branch of molecular biology that studies the use of microorganisms to perform specific industrial processes
brent	noun	B R EH1 N T	small dark geese that breed in the north and migrate southward
inactive	adjective	IH2 N AE1 K T IH0 V	(chemistry) not participating in a chemical reaction; chemically inert
regulator	noun	R EH1 G Y AH0 L EY2 T ER0	any of various controls or devices for regulating or controlling fluid flow, pressure, temperature, etc.
therein	adverb	DH EH0 R IH1 N	(formal) in or into that thing or place
neat	adjective	N IY1 T	clean or organized
idiot	noun	IH1 D IY2 AH0 T	a person of subnormal intelligence
aspen	noun	AE1 S P AH0 N	any of several trees of the genus Populus having leaves on flattened stalks so that they flutter in the lightest wind
objectionable	adjective	AH0 B JH EH1 K SH AH0 N AH0 B AH0 L	causing disapproval or protest
lemma	noun	L EH1 M AH0	a subsidiary proposition that is assumed to be true in order to prove another proposition
sensing	noun	S EH1 N S IH0 NG	the perception that something has occurred or some state exists
bump	noun	B AH1 M P	a lump on the body caused by a blow
pause	noun	P AO1 Z	a time interval during which there is a temporary cessation of something
postscript	noun	P OW1 S K R IH2 P T	a note appended to a letter after the signature
notation	noun	N OW0 T EY1 SH AH0 N	a technical system of symbols used to represent special things
globalization	noun	G L OW2 B AH0 L IH0 Z EY1 SH AH0 N	growth to a global or worldwide scale
pulmonary	adjective	P UH1 L M AH0 N EH2 R IY0	relating to or affecting the lungs
rogue	noun	R OW1 G	a deceitful and unreliable scoundrel
electronically	adverb	IH2 L EH2 K T R AA1 N IH0 K AH0 L IY2	by electronic means
optic	noun	AA1 P T IH0 K	the organ of sight
bust	noun	B AH1 S T	a complete failure
twain	noun	T W EY1 N	two items of the same kind
lavender	noun	L AE1 V AH0 N D ER0	any of various Old World aromatic shrubs or subshrubs with usually mauve or blue flowers; widely cultivated
cert	noun	S ER1 T	an absolute certainty
doctoral	adjective	D AA1 K T ER0 AH0 L	of or relating to a doctor or doctorate
booster	noun	B UW1 S T ER0	a person who backs a politician or a team etc.
taxable	adjective	T AE1 K S AH0 B AH0 L	(of goods or funds) subject to taxation
progression	noun	P R AH0 G R EH1 SH AH0 N	a series with a definite pattern of advance
torrent	noun	T AO1 R AH0 N T	a heavy rain
wholly	adverb	HH OW1 L IY0	to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly')
purely	adverb	P Y UH1 R L IY0	restricted to something
daemon	noun	D IY1 M AH0 N	an evil supernatural being
foil	noun	F OY1 L	a piece of thin and flexible sheet metal
critique	noun	K R AH0 T IY1 K	an essay or article that gives a critical evaluation (as of a book or play)
