whatever	adjective	5.14	one or some or every or all without specification
blue	noun	5.13	blue color or pigment; resembling the color of the clear sky in the daytime
drive	noun	5.13	the act of applying force to propel something
eat	verb	5.13	take in solid food
felt	noun	5.13	a fabric made of compressed matted animal fibers
size	noun	5.13	the physical magnitude of something (how big it is)
step	noun	5.13	any maneuver made as part of progress toward a goal
forward	noun	5.12	the person who plays the position of forward in certain games, such as basketball, soccer, or hockey
mom	noun	5.12	informal terms for a mother
review	noun	5.12	a new appraisal or evaluation
natural	noun	5.11	someone regarded as certain to succeed
send	verb	5.11	cause to go somewhere
style	noun	5.11	how something is done or how it happens
dog	noun	5.10	a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds
title	noun	5.10	a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
enjoy	verb	5.09	derive or receive pleasure from; get enjoyment from; take pleasure in
kill	noun	5.09	the act of terminating a life
perhaps	adverb	5.09	by chance
lose	verb	5.08	fail to keep or to maintain; cease to have, either physically or in an abstract sense
pick	noun	5.08	the person or thing chosen or selected
simple	noun	5.08	any herbaceous plant having medicinal properties
super	noun	5.08	a caretaker for an apartment house; represents the owner as janitor and rent collector
walk	noun	5.08	the act of traveling by foot
daily	noun	5.07	a newspaper that is published every day
daughter	noun	5.07	a female human offspring
die	noun	5.07	a small cube with 1 to 6 spots on the six faces; used in gambling to generate random numbers
figure	noun	5.07	a diagram or picture illustrating textual material
forget	verb	5.06	dismiss from the mind; stop remembering
huge	adjective	5.06	unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge
listen	verb	5.06	hear with intention
deep	noun	5.05	the central and most intense or profound part
pass	noun	5.05	(baseball) an advance to first base by a batter who receives four balls
sleep	noun	5.05	a natural and periodic state of rest during which consciousness of the world is suspended
build	noun	5.04	constitution of the human body
mine	noun	5.04	excavation in the earth from which ores and minerals are extracted
note	noun	5.04	a brief written record
percent	noun	5.04	a proportion in relation to a whole (which is usually the amount per hundred)
piece	noun	5.04	a separate part of a whole
straight	noun	5.04	a heterosexual person; someone having a sexual orientation to persons of the opposite sex
visit	noun	5.04	the act of going to see some person or place or thing for a short time
speak	verb	5.03	express in speech
tonight	noun	5.03	the present or immediately coming night
write	verb	5.03	produce a literary work
album	noun	5.02	one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
century	noun	5.02	a period of 100 years
except	verb	5.02	take exception to
funny	noun	5.02	an account of an amusing incident (usually with a punch line)
sales	noun	5.02	income (at invoice values) received for goods and services over some given period of time
store	noun	5.02	a mercantile establishment for the retail sale of goods or services
tomorrow	noun	5.02	the day after today
