sometimes	adverb	5.28	on certain occasions or in certain cases but not always
bring	verb	5.27	take something or somebody with oneself somewhere
meet	noun	5.27	a meeting at which a number of athletic contests are held
type	noun	5.27	a subdivision of a particular kind of thing
baby	noun	5.26	a very young child (birth to 1 year) who has not yet begun to walk or talk
study	noun	5.26	a detailed critical inspection
across	adverb	5.25	to the opposite side
month	noun	5.25	one of the twelve divisions of the calendar year
self	noun	5.25	your consciousness of your own identity
cut	noun	5.24	a share of the profits
instead	adverb	5.24	in place of, or as an alternative to
main	noun	5.24	any very large body of (salt) water
moment	noun	5.24	a particular point in time
mother	noun	5.24	a woman who has given birth to a child (also used as a term of address to your mother)
hear	verb	5.23	perceive (sound) via the auditory sense
rest	noun	5.23	something left after other parts have been taken away
space	noun	5.23	the unlimited expanse in which everything is located
summer	noun	5.23	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox
term	noun	5.23	a word or expression used for some particular thing
wife	noun	5.23	a married woman; a man's partner in marriage
beautiful	adjective	5.22	delighting the senses or exciting intellectual or emotional admiration
date	noun	5.22	the specified day of the month
sex	noun	5.22	activities associated with sexual intercourse
total	noun	5.21	the whole amount
perfect	noun	5.20	a tense of verbs used in describing action that has been completed (sometimes regarded as perfective aspect)
center	noun	5.19	an area that is approximately central within some larger region
couple	noun	5.19	a pair who associate with one another
dead	noun	5.19	people who are no longer living
happen	verb	5.19	come to pass
hold	noun	5.19	the act of grasping
sense	noun	5.19	a general conscious awareness
test	noun	5.19	trying something to find out about it
view	noun	5.19	a way of regarding situations or topics etc.
break	noun	5.18	some abrupt occurrence that interrupts an ongoing activity
higher	adjective	5.18	advanced in complexity or elaboration
hour	noun	5.18	a period of time equal to 1/24th of a day
member	noun	5.18	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)
middle	noun	5.18	an area that is approximately central within some larger region
sorry	adjective	5.18	feeling or expressing regret or sorrow or a sense of loss over something done or undone
wish	noun	5.18	a specific feeling of desire
gold	noun	5.17	coins made of gold
learn	verb	5.17	gain knowledge or skills
movie	noun	5.16	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
cool	noun	5.15	the quality of being at a refreshingly low temperature
sound	noun	5.15	the particular auditory effect produced by a given cause
production	noun	5.14	the act or process of producing something
rate	noun	5.14	a magnitude or frequency relative to a time unit
round	noun	5.14	a charge of ammunition for a single shot
stand	noun	5.14	a support or foundation
stuff	noun	5.14	the tangible substance that goes into the makeup of a physical object
