prime	noun	4.81	a number that has no factor but itself and 1
rise	noun	4.81	a growth in strength or number or importance
silver	noun	4.81	a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
adult	noun	4.80	a fully developed person from maturity onward
edition	noun	4.80	the form in which a text (especially a printed book) is published
healthy	adjective	4.80	having or indicating good health in body or mind; free from infirmity or disease
smaller	adjective	4.80	small or little relative to something else
extremely	adverb	4.79	to a high degree or extent; favorably or with much respect
greatest	adjective	4.79	highest in quality
indeed	adverb	4.79	in truth (often tends to intensify)
till	noun	4.79	unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together
apart	adjective	4.78	remote and separate physically or socially; ; - W.H.Hudson
fifth	noun	4.78	a quantity of liquor equal to one fifth of a United States gallon
gift	noun	4.78	something acquired without compensation
dear	noun	4.77	a beloved person; used as terms of endearment
neither	adjective	4.77	not either; not one or the other
dress	noun	4.76	a one-piece garment for a woman; has skirt and bodice
fellow	noun	4.76	a boy or man
horse	noun	4.76	solid-hoofed herbivorous quadruped domesticated since prehistoric times
stick	noun	4.76	an implement consisting of a length of wood
beauty	noun	4.75	the qualities that give pleasure to the senses
billion	noun	4.75	the number that is represented as a one followed by 12 zeros; in the United Kingdom the usage followed in the United States is frequently seen
roll	noun	4.75	rotary motion of an object around its own axis
youth	noun	4.75	a young person (especially a young man or boy)
bigger	adjective	4.74	large or big relative to something else
edge	noun	4.74	the boundary of a surface
forever	adverb	4.74	for a limitless time; ; - P.P.Bliss
mad	adjective	4.74	roused to anger; - Mark Twain
blog	noun	4.73	a shared on-line journal where people can post diary entries about their personal experiences and hobbies
sport	noun	4.73	an active diversion requiring physical exertion and competition
afternoon	noun	4.72	the part of the day between noon and evening
flat	noun	4.72	a level tract of land
ill	noun	4.72	an often persistent bodily disorder or disease; a cause for complaining
mail	noun	4.72	the bags of letters and packages that are transported by the postal service
pair	noun	4.72	a set of two similar things considered as a unit
proper	adjective	4.72	marked by suitability or rightness or appropriateness
quarter	noun	4.72	one of four equal parts
upper	noun	4.72	the higher of two berths
anywhere	adverb	4.71	at or in or to any place; ; (`anyplace' is used informally for `anywhere')
fantastic	adjective	4.71	ludicrously odd
hundred	noun	4.71	ten 10s
joint	noun	4.71	(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)
mix	noun	4.71	a commercially prepared mixture of dry ingredients
museum	noun	4.71	a depository for collecting and displaying objects having scientific or historical or artistic value
rain	noun	4.71	water falling in drops from vapor condensed in the atmosphere
warm	verb	4.71	get warm or warmer
arts	noun	4.70	studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills)
suit	noun	4.70	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
native	noun	4.69	an indigenous person who was born in a particular place
originally	adverb	4.69	in an original manner
