jerk	noun	4.00	a dull stupid fatuous person
kindly	adjective	4.00	showing or motivated by sympathy and understanding and generosity
nude	noun	4.00	a painting of a naked human figure
cluster	noun	3.99	a grouping of a number of similar things
dancer	noun	3.99	a performer who dances professionally
goddamn	adjective	3.99	used as expletives
neo	adjective	3.99	(used as a combining form) recent or new
pal	noun	3.99	a close friend who accompanies his buddies in their activities
skinny	noun	3.99	confidential information about a topic or person
sore	noun	3.99	an open skin infection
weigh	verb	3.99	have a certain weight
cart	noun	3.98	a heavy open wagon usually having two wheels and drawn by an animal
gig	noun	3.98	long and light rowing boat; especially for racing
hardcore	adjective	3.97	intensely loyal
portable	noun	3.97	a small light typewriter; usually with a case in which it can be carried
rub	noun	3.97	an unforeseen obstacle
succession	noun	3.97	a following of one thing after another in time
sweep	noun	3.97	a wide scope
countless	adjective	3.96	too numerous to be counted
flu	noun	3.96	an acute febrile highly contagious viral disease
offence	noun	3.96	the action of attacking an enemy
pee	noun	3.96	liquid excretory product
preview	noun	3.96	an advertisement consisting of short scenes from a motion picture that will appear in the near future
rapper	noun	3.96	someone who performs rap music
spa	noun	3.96	a health resort near a spring or at the seaside
toast	noun	3.96	slices of bread that have been toasted
tricky	adjective	3.96	not to be trusted; - James Agee
wreck	noun	3.96	something or someone that has suffered ruin or dilapidation
cab	noun	3.95	a compartment at the front of a motor vehicle or locomotive where driver sits
chi	noun	3.95	the circulating life energy that in Chinese philosophy is thought to be inherent in all things; in traditional Chinese medicine the balance of negative and positive forms in the body is believed to be essential for good health
col	noun	3.95	a pass between mountain peaks
documentation	noun	3.95	confirmation that some fact or statement is true through the use of documentary evidence
lame	noun	3.95	someone who doesn't understand what is going on
quarterback	noun	3.95	(football) the person who plays quarterback
ref	noun	3.95	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play
sixteen	noun	3.95	the cardinal number that is the sum of fifteen and one
anal	adjective	3.94	of or related to the anus
dull	verb	3.94	make dull in appearance
gum	noun	3.94	a preparation (usually made of sweetened chicle) for chewing
neighbourhood	noun	3.94	a surrounding or nearby region
postal	adjective	3.94	of or relating to the system for delivering mail
risky	adjective	3.94	involving risk or danger
vibe	noun	3.94	a distinctive emotional aura experienced instinctively
desktop	noun	3.93	the top of a desk
dial	noun	3.93	the face of a timepiece; graduated to show the hours
revival	noun	3.93	bringing again into activity and prominence
thankful	adjective	3.93	feeling or showing gratitude
heroin	noun	3.92	a narcotic that is considered a hard drug; a highly addictive morphine derivative; intravenous injection provides the fastest and most intense rush
luckily	adverb	3.92	by good fortune
recognise	verb	3.92	show approval or appreciation of
