aboveground	adjective	/ɐbˌʌvɡɹˈaʊnd/	မြေပြင်အထက်ရှိသော
absorptive	adjective	/ɐbsˈoːɹptɪv/	စုပ်ယူနိုင်သော
abstractive	adjective	/ɐbstɹˈæktɪv/	အနှစ်သာရကို ခွဲထုတ်ယူသော
abstractly	adverb	/ɐbstɹˈæktli/	အယူအဆသဘောဖြင့်
accentual	adjective	/æksˈɛntʃuːəl/	အသံဖိအားနှင့်ဆိုင်သော
acidulous	adjective	/ɐsˈɪdʒuːləs/	ချဉ်ဖန်ဖန်ဖြစ်သော
adjectival	adjective	/ˌædʒɪktˈaɪvəl/	နာမဝိသေသနဆိုင်ရာ
aeromedical	adjective	/ˌɛɹoʊmˈɛdɪkəl/	လေကြောင်းဆေးပညာနှင့်ဆိုင်သော
affectingly	adverb	/ɐfˈɛktɪŋli/	စိတ်ထိခိုက်စေစွာ
agilely	adverb	/ˈædʒəlli/	သွက်လက်စွာ
airily	adverb	/ˈɛɹɪli/	ပေါ့ပေါ့ပါးပါး
alfresco	adjective	/ɐlfɹˈɛskoʊ/	အပြင်ဘက်လေဟာပြင်တွင်ဖြစ်သော
allegoric	adjective	/ˌælɪɡˈɔːɹɪk/	ပုံဆောင်အဓိပ္ပာယ်ရှိသော
allocable	adjective	/ˈæləkəbəl/	ခွဲဝေသတ်မှတ်နိုင်သော
altruistically	adverb	/ˌɔːltɹuːˈɪstɪkli/	သူတစ်ပါးအကျိုးကို ဦးစားပေးစွာ
amatory	adjective	/ˈæmətˌoːɹi/	အချစ်ရေးနှင့်ဆိုင်သော
amendatory	adjective	/ɐmˈɛndətˌoːɹi/	ပြင်ဆင်ချက်နှင့်ဆိုင်သော
amethystine	adjective	/ˈæmɪθˌɪstiːn/	ခရမ်းနုကျောက်မျက်ကဲ့သို့သော
ammoniac	adjective	/æmˈoʊnɪˌæk/	အမိုးနီးယားနှင့်ဆိုင်သော
analeptic	adjective	/ˌæneɪlˈɛptɪk/	အားပြန်တက်စေသော
analogously	adverb	/ɐnˈæləɡəsli/	နှိုင်းယှဉ်တူညီသဘောဖြင့်
anciently	adverb	/ˈeɪnʃəntli/	ရှေးခေတ်က
anhydrous	adjective	/ænhˈaɪdɹəs/	ရေဓာတ်မပါသော
anionic	adjective	/ˌænaɪˈɑːnɪk/	အနုတ်လျှပ်စစ်ဓာတ်ရှိ အိုင်ယွန်နှင့်ဆိုင်သော
aniseikonic	adjective	/ˌænɪseɪkˈɑːnɪk/	မျက်လုံးနှစ်ဖက်မြင်ပုံအရွယ်မတူမှုနှင့်ဆိုင်သော
anomic	adjective	/ɐnˈɑːmɪk/	လူမှုစည်းမျဉ်းပျက်ယွင်းမှုနှင့်ဆိုင်သော
anorthic	adjective	/ænˈɔːɹðɪk/	ပုံဆောင်ခဲအချိုးမညီသော
anthropic	adjective	/ænθɹˈɑːpɪk/	လူသားနှင့်ဆိုင်သော
antiphonal	adjective	/æntˈɪfənəl/	အပြန်အလှန်သီဆိုသော
antisubmarine	adjective	/ˌæntɪsˈʌbmɚɹˌiːn/	ရေငုပ်သင်္ဘောတိုက်ဖျက်ရေးဆိုင်ရာ
antithyroid	adjective	/ˌæntɪθˈaɪɹɔɪd/	သိုင်းရွိုက်လုပ်ဆောင်မှုကို တားဆီးသော
apprehensively	adverb	/ˌæpɹɪhˈɛnsɪvli/	စိုးရိမ်ကြောက်ရွံ့စွာ
archetypical	adjective	/ˌɑːɹkɪtˈɪpɪkəl/	မူရင်းစံပြပုံစံဖြစ်သော
architectonic	adjective	/ˌɑːɹkɪɾɪktˈɑːnɪk/	ဖွဲ့စည်းတည်ဆောက်ပုံဆိုင်ရာ
arithmetical	adjective	/ˌæɹɪθmˈɛɾɪkəl/	ဂဏန်းတွက်ချက်မှုဆိုင်ရာ
arteriolar	adjective	/ɑːɹtˈiəɹɪˈoʊlɚ/	သွေးလွှတ်ကြောငယ်နှင့်ဆိုင်သော
ascertainable	adjective	/ˌæsɚtˈeɪnəbəl/	သေချာအတည်ပြုနိုင်သော
asocial	adjective	/ˈeɪsoʊʃəl/	လူမှုဆက်ဆံရေးမနှစ်သက်သော
asymmetrically	adverb	/ˌeɪsɪmˈɛtɹɪkli/	အချိုးမညီစွာ
asymptotically	adverb	/ˌæsɪmptˈɑːɾɪkli/	တန်ဖိုးတစ်ခုနီးကပ်သွားသည့်ပုံစံဖြင့်
atonally	adverb	/eɪtˈoʊnəli/	အသံစဉ်ဗဟိုမရှိဘဲ
atrociously	adverb	/ɐtɹˈoʊʃəsli/	အလွန်ဆိုးရွားစွာ
aurally	adverb	/ˈɔːɹəli/	အကြားအာရုံဖြင့်
autobiographic	adjective	/ˌɔːɾoʊbˌaɪəɡɹˈæfɪk/	ကိုယ်တိုင်ရေးအတ္ထုပ္ပတ္တိဆိုင်ရာ
axially	adverb	/ˈæksɪəli/	ဝင်ရိုးတစ်လျှောက်
axiological	adjective	/ˌæksɪəlˈɑːdʒɪkəl/	တန်ဖိုးဗေဒနှင့်ဆိုင်သော
balletic	adjective	/bælˈɛɾɪk/	ဘဲလေးအကကဲ့သို့ နူးညံ့သော
baneful	adjective	/bˈeɪnfəl/	အန္တရာယ်ဖြစ်စေသော
beardown	adjective	/bˈɪɹdaʊn/	အောက်သို့ ဖိအားပေးသော
beauteous	adjective	/bjˈuːɾiəs/	အလွန်လှပသော
bedfast	adjective	/bˈɛdfæst/	အိပ်ရာထဲမှ မထနိုင်သော
beetling	adjective	/bˈiːtlɪŋ/	ရှေ့သို့ ထွက်လွန်နေသော
befogged	adjective	/bɪfˈɑːɡd/	မရှင်းမလင်း ဖြစ်နေသော
believably	adverb	/bɪlˈiːvəbli/	ယုံကြည်လောက်အောင်
belligerently	adverb	/bɪlˈɪdʒɚɹəntli/	ရန်လိုစွာ
