geriatrics	noun	2.47	JH EH2 R IY0 AE1 T R IH0 K S	the branch of medical science that deals with diseases and problems specific to old people
gigolo	noun	2.47	JH IH1 G AH0 L OW0	a man who has sex with and is supported by a woman
girlish	adjective	2.47	G ER1 L IH0 SH	befitting or characteristic of a young girl
goodly	adjective	2.47	G UH1 D L IY0	large in amount or extent or degree
hauler	noun	2.47	HH AO1 L ER0	a haulage contractor
heraldic	adjective	2.47	HH EH0 R AE1 L D IH0 K	indicative of or announcing something to come
hideously	adverb	2.47	HH IH1 D IY0 AH0 S L IY0	in a hideous manner
homespun	noun	2.47	HH OW1 M S P AH2 N	a rough loosely woven fabric originally made with yarn that was spun at home
homozygous	adjective	2.47	HH OW2 M OW0 Z AY1 G AH0 S	having identical alleles at corresponding chromosomal loci
horta	noun	2.47	HH AO1 R T AH0	Belgian architect and leader in art nouveau architecture (1861-1947)
insignificance	noun	2.47	IH2 N S IH0 G N Y IH1 F IH0 K AH0 N S	the quality of having little or no significance
interlinked	verb	2.47	IH2 N T ER0 L IH1 NG K T	be interwoven or interconnected
invigorated	verb	2.47	IH2 N V IH1 G ER0 EY2 T IH0 D	heighten or intensify
invincibility	noun	2.47	IH2 N V IH2 N S AH0 B IH1 L IH0 T IY0	the property being difficult or impossible to defeat
ionosphere	noun	2.47	AY2 AA1 N AO0 S F IY2 R	the outer region of the Earth's atmosphere; contains a high concentration of free electrons
kasparov	noun	2.47	K AE1 S P ER0 AA0 V	Azerbaijani chess master who became world champion in 1985 by defeating Anatoli Karpov (born in 1963)
kayo	noun	2.47	K EY0 OW1	a blow that renders the opponent unconscious
kissimmee	noun	2.47	K IH0 S IH1 M IY0	a river of central Florida that flows southward to Lake Okeechobee
lasik	noun	2.47	L EY1 S IH2 K	a refractive surgery procedure that reshapes the cornea
lawman	noun	2.47	L AO1 M AH0 N	an officer of the law
ludicrously	adverb	2.47	L UW1 D AH0 K R AH0 S L IY0	so as to arouse or deserve laughter
madrigal	noun	2.47	M AE1 D R AH0 G AH0 L	an unaccompanied partsong for 2 or 3 voices; follows a strict poetic form
meanness	noun	2.47	M IY1 N N AH0 S	the quality of being deliberately mean
mellowed	verb	2.47	M EH1 L OW0 D	soften, make mellow
midstream	noun	2.47	M IH1 D S T R IY2 M	the middle of a stream
misfire	noun	2.47	M IH0 S F AY1 ER0	an explosion that fails to occur
mitotic	adjective	2.47	M AY2 T AO1 T IH0 K	of or relating to or undergoing mitosis
monopolize	verb	2.47	M AH0 N AA1 P AH0 L AY2 Z	have and control fully and exclusively
occuring	verb	2.47	AH0 K ER1 IH0 NG	come to pass
omnipotence	noun	2.47	AA0 M N IH1 P AH0 T AH0 N S	the state of being omnipotent; having unlimited power
opossum	noun	2.47	OW0 P AA1 S AH0 M	small furry Australian arboreal marsupials having long usually prehensile tails
overplayed	verb	2.47	OW1 V ER0 P L EY1 D	exaggerate one's acting
overwrought	adjective	2.47	OW2 V ER0 R AO1 T	deeply agitated especially from emotion
parachuting	noun	2.47	P EH1 R AH0 SH UW2 T IH0 NG	descent with a parachute
pickling	verb	2.47	P IH1 K L IH0 NG	preserve in a pickling liquid
plasmodium	noun	2.47	P L AE0 Z M OW1 D IY0 AH0 M	multinucleate sheet of cytoplasm characteristic of some stages of such organisms as slime molds
polonium	noun	2.47	P AH0 L OW1 N IY0 AH0 M	a radioactive metallic element that is similar to tellurium and bismuth; occurs in uranium ores but can be produced by bombarding bismuth with neutrons in a nuclear reactor
pommel	noun	2.47	P AA1 M AH0 L	a handgrip that a gymnast uses when performing exercises on a pommel horse
ponderous	adjective	2.47	P AA1 N D ER0 AH0 S	slow and laborious because of weight
proselytizing	verb	2.47	P R AA1 S AH0 L AH0 T AY2 Z IH0 NG	convert to another faith or religion
pudgy	adjective	2.47	P AH1 JH IY0	short and plump
quotable	adjective	2.47	K W OW1 T AH0 B AH0 L	able or fit to be repeated or quoted
ratty	adjective	2.47	R AE1 T IY0	of or characteristic of rats
relegate	verb	2.47	R EH1 L AH0 G EY2 T	refer to another person for decision or judgment
reservist	noun	2.47	R IH0 Z ER1 V IH0 S T	a member of a military reserve
resettle	verb	2.47	R IY0 S EH1 T AH0 L	settle in a new place
restate	verb	2.47	R IY0 S T EY1 T	to say, state, or perform again
retinol	noun	2.47	R EH1 T IH0 N AO2 L	an unsaturated alcohol that occurs in marine fish-liver oils and is synthesized biologically from carotene
riffing	verb	2.47	R IH1 F IH0 NG	look through a book or other written material
salk	noun	2.47	S AO1 K	United States virologist who developed the Salk vaccine that is injected against poliomyelitis (born 1914)
