eschatology	noun	ကမ္ဘာအဆုံးနှင့်နောက်ဘဝဆိုင်ရာဘာသာရေးလေ့လာမှု
resistivity	noun	လျှပ်စစ်ခုခံနိုင်စွမ်း
hemodialysis	noun	သွေးသန့်စင်ကျောက်ကပ်အစားထိုးကုသမှု
underemployed	adjective	အရည်အချင်းနှင့်မညီသောအလုပ်လုပ်နေရသော
decolonization	noun	ကိုလိုနီစနစ်ဖယ်ရှားခြင်း
transliteration	noun	အက္ခရာတစ်မျိုးမှတစ်မျိုးသို့ပြောင်းရေးခြင်း
decentralisation	noun	ဗဟိုချုပ်ကိုင်မှုလျှော့ချခြင်း
fils	noun	ငွေကြေးအပိုင်းယူနစ်
glans	noun	အင်္ဂါထိပ်ပိုင်း
pitta	noun	ငှက်တစ်မျိုး
trike	noun	ဘီးသုံးဘီးယာဉ်
bitmap	noun	ပစ်ဆယ်အခြေပြုပုံဒေတာ
bipedal	adjective	ခြေနှစ်ချောင်းဖြင့်လမ်းလျှောက်သော
cession	noun	လွှဲပြောင်းပေးခြင်း
pilsner	noun	ဘီယာအမျိုးအစားတစ်မျိုး
tannery	noun	သားရေပြုပြင်စက်ရုံ
tremolo	noun	လှုပ်ယမ်းသံဂီတနည်း
arbitral	adjective	ခုံသမာဓိဆိုင်ရာ
ribosome	noun	ပရိုတိန်းထုတ်လုပ်သည့်ဆဲလ်အစိတ်အပိုင်း
eclampsia	noun	ကိုယ်ဝန်ဆောင်အတက်ရောဂါ
sinusitis	noun	နှာခေါင်းအတွင်းအပေါက်ရောင်ရောဂါ
unadorned	adjective	အလှဆင်မထားသော
chaplaincy	noun	ဘာသာရေးဝန်ထမ်းရာထူး
frictional	adjective	ပွတ်တိုက်မှုဆိုင်ရာ
homoerotic	adjective	လိင်တူဆွဲဆောင်မှုဆန်သော
propulsive	adjective	ရှေ့သို့တွန်းပို့သော
hexadecimal	adjective	ဆယ့်ခြောက်အခြေပြုဂဏန်းစနစ်ဆိုင်ရာ
commissariat	noun	အုပ်ချုပ်ရေးထောက်ပံ့ရေးဌာန
misalignment	noun	မညီညာမကိုက်ညီမှု
catastrophically	adverb	အလွန်ပျက်စီးဆုံးရှုံးစွာ
fuze	noun	ပေါက်ကွဲစေသည့်ဖျူး
varus	noun	အတွင်းဘက်ကွေးနေသောအဆစ်ပုံစံ
zesty	adjective	အရသာပြင်းတက်ကြွသော
shisha	noun	ရေပိုက်ဆေးလိပ်
slushy	adjective	ရေခဲနှင့်ရေရောထားသော
sufism	noun	အစ္စလာမ်ဘာသာဝိညာဉ်ရေးလမ်းစဉ်
tibial	adjective	ခြေသလုံးအရိုးဆိုင်ရာ
clinker	verb	သတ္တုသံမြည်အောင်တိုက်မိသည်
elegiac	adjective	ဝမ်းနည်းအမှတ်တရဆန်သော
adorably	adverb	ချစ်စရာကောင်းစွာ
axillary	adjective	လက်ခေါင်းအောက်ပိုင်းဆိုင်ရာ
dropkick	verb	ဘောလုံးကျလာစဉ်ကန်သည်
futurity	noun	အနာဂတ်ဖြစ်နိုင်မှု
helpdesk	noun	အကူအညီပေးဌာန
peduncle	noun	ပန်း သို့မဟုတ် အစိတ်အပိုင်းကိုဆက်ထားသောတံ
reuptake	noun	ပြန်လည်စုပ်ယူမှု
striatum	noun	ဦးနှောက်အတွင်းအပိုင်းတစ်ခု
unforced	adjective	အတင်းအကျပ်မဟုတ်သော
eliminator	noun	ဖယ်ရှားပစ်သူ သို့မဟုတ် ကိရိယာ
stillbirth	noun	အသေမွေးခြင်း
zooplankton	noun	ရေထဲမျောနေသတ္တဝါငယ်များ
promulgation	noun	တရားဝင်ထုတ်ပြန်ခြင်း
reflectivity	noun	ပြန်လင်းနိုင်မှု
calcification	noun	ကယ်လ်စီယမ်တင်းကျပ်ဖြစ်လာမှု
factorization	noun	မြှောက်ကိန်းခွဲခြင်း
panto	noun	ဟာသပြဇာတ်ပုံစံ
ageism	noun	အသက်အရွယ်အခြေပြုခွဲခြားမှု
labial	noun	နှုတ်ခမ်းဆိုင်ရာအသံ
marmot	noun	ကြွက်မျိုးသတ္တဝါတစ်မျိုး
pogrom	noun	အုပ်စုတစ်စုအပေါ်အကြမ်းဖက်တိုက်ခိုက်မှု
ketosis	noun	ကိုယ်ခန္ဓာကအဆီကိုအဓိကလောင်ကျွမ်းနေသည့်အခြေအနေ
reticle	noun	မှန်ဘီလူးအတွင်းချိန်ညှိမျဉ်း
seawall	noun	ပင်လယ်ကာရံတံတိုင်း
columnar	adjective	တိုင်ပုံစံဖြစ်သော
honeypot	noun	ဆွဲဆောင်ဖမ်းယူရန်ထားသောအရာ
nanotube	noun	နာနိုအရွယ်ပြွန်
ritually	adverb	အခမ်းအနားစဉ်အတိုင်း
trillium	noun	ပန်းပင်တစ်မျိုး
maximally	adverb	အများဆုံးအဆင့်ဖြင့်
oestrogen	noun	အမျိုးသမီးလိင်ဟော်မုန်း
synchrony	noun	တစ်ချိန်တည်းဖြစ်မှု
untainted	adjective	မညစ်ညမ်းသော
asceticism	noun	အလိုဆန္ဒချုပ်တည်းနေထိုင်မှု
biogenesis	noun	သက်ရှိမှသက်ရှိဖြစ်ပေါ်လာမှု
deputation	noun	ကိုယ်စားလှယ်အဖွဲ့
fibroblast	noun	ချိတ်ဆက်တစ်ရှူးဖန်တီးဆဲလ်
methylated	adjective	မီသိုင်အုပ်စုထည့်ထားသော
canonically	adverb	စံသတ်မှတ်ပုံစံအရ
carbonation	noun	ကာဗွန်ဒိုင်အောက်ဆိုဒ်ဖြည့်ခြင်း
deprecation	noun	မနှစ်သက်ကြောင်းဖော်ပြခြင်း
exportation	noun	ပြည်ပတင်ပို့ခြင်း
lithosphere	noun	ကမ္ဘာမြေအပြင်တင်းမာအလွှာ
conservatoire	noun	ဂီတနှင့်အနုပညာကျောင်း
geostationary	adjective	ကမ္ဘာနှင့်နှိုင်းယှဉ်လျှင်နေရာတည်နေသော
piste	noun	နှင်းလျှောစီးလမ်း
