holistic	adjective	တစ်ခုလုံးကို ခြုံငုံစဉ်းစားသော|ဘက်စုံဆိုင်ရာ
childcare	noun	ကလေးစောင့်ရှောက်မှု
rechargeable	adjective	ပြန်အားသွင်းနိုင်သော
discourse	noun	ဆွေးနွေးပြောဆိုမှု|စာတမ်းဆန်သော စကားပြော
headache	noun	ခေါင်းကိုက်ခြင်း|စိတ်ညစ်စရာ
whirlpool	noun	ရေဝဲ
dissemination	noun	ဖြန့်ဝေခြင်း|ပျံ့နှံ့စေခြင်း
deletion	noun	ဖျက်ပစ်ခြင်း|ဖယ်ရှားခြင်း
elective	noun	ရွေးချယ်ဘာသာရပ်|ရွေးချယ်နိုင်သောအရာ
papa	noun	ဖေဖေ|အဖေ
bonnie	adjective	လှပချစ်စရာကောင်းသော
strive	verb	ကြိုးစားသည်|အားထုတ်သည်
peso	noun	ပီဆိုငွေကြေး
historically	adverb	သမိုင်းအရ|သမိုင်းတစ်လျှောက်
protector	noun	ကာကွယ်သူ|ကာကွယ်ပစ္စည်း
sketch	noun	ပုံကြမ်း|အကြမ်းဖျဉ်းပုံ
vase	noun	ပန်းအိုး
aboard	adverb	ယာဉ်ပေါ်တွင်|သင်္ဘောပေါ်တွင်
paradigm	noun	စံနမူနာ|အတွေးအခေါ်ပုံစံ
homo	noun	လိင်တူချစ်သူကို စော်ကားခေါ်သည့်စကား
cote	noun	တိရစ္ဆာန်အိမ်ငယ်|ခြံငယ်
splash	noun	ရေစင်ခြင်း|ရေစက်ပက်သံ
equip	verb	ပစ္စည်းတပ်ဆင်ပေးသည်|လိုအပ်တာဖြည့်ဆည်းပေးသည်
saga	noun	ဇာတ်လမ်းရှည်|မိသားစုရာဇဝင်ဇာတ်လမ်း
gran	noun	အဘွား
violet	noun	ခရမ်းရောင်|ဗိုင်အိုလက်ပန်း
oblique	adjective	စောင်းသော|တိုက်ရိုက်မဟုတ်သော
mayo	noun	မယောနိစ်
limousine	noun	လီမိုဇင်းကား
niche	noun	သင့်တော်သော အထူးနေရာ|ဈေးကွက်အပိုင်းငယ်
proportional	adjective	အချိုးကျသော
nonetheless	adverb	သို့သော်လည်း|ဒါပေမယ့်လည်း
wont	noun	အလေ့အထ|လုပ်နေကျအရာ
straw	noun	ကောက်ရိုး|ပိုက်တံ
mankind	noun	လူသားမျိုးနွယ်
citrus	noun	သံပုရာမျိုးဝင်အသီး|စီထရပ်သီး
reuse	verb	ပြန်လည်အသုံးပြုသည်
preventive	adjective	ကြိုတင်ကာကွယ်သော
 economically	adverb	စီးပွားရေးအရ|ချွေတာစွာ
uncut	adjective	မဖြတ်ရသေးသော|မတည်းဖြတ်ထားသော
samurai	noun	ဆာမူရိုင်းစစ်သည်
lightly	adverb	ပေါ့ပေါ့ပါးပါး|အနည်းငယ်
freak	noun	ထူးဆန်းသူ|ထူးခြားစွာစွဲလမ်းသူ
sadly	adverb	ဝမ်းနည်းစွာ|ကံမကောင်းစွာ
goodness	noun	ကောင်းမြတ်မှု|အမယ်လေး
inability	noun	မစွမ်းနိုင်မှု|အရည်အချင်းမရှိမှု
prom	noun	ကျောင်းနှစ်ကုန် ကပွဲ
theatrical	adjective	ပြဇာတ်ဆန်သော|ဇာတ်ရုံဆိုင်ရာ
