blah	noun	အနှစ်မရှိစကား|အဓိပ္ပာယ်မရှိစကား
cunt	noun	အမျိုးသမီးလိင်အင်္ဂါကို ရိုင်းစိုင်းစွာခေါ်သောစကား
marijuana	noun	ဆေးခြောက်
nirvana	noun	နိဗ္ဗာန်
kinda	adverb	နည်းနည်းတော့|တစ်မျိုးတော့
grad	noun	ဘွဲ့ရသူ|ဘွဲ့ရကျောင်းသား
proudly	adverb	ဂုဏ်ယူစွာ
teddy	noun	ဝက်ဝံရုပ်ကလေး
funky	adjective	ထူးခြားပြီး အမိုက်စားဖြစ်သော
banana	noun	ငှက်ပျောသီး
tooth	noun	သွား
drove	noun	တိရစ္ဆာန်အုပ်|အစုလိုက်မောင်းသွားသောအုပ်
lance	noun	လှံရှည်
characterization	noun	ဇာတ်ကောင်ပုံဖော်မှု|သရုပ်ဖော်ချက်
masturbation	noun	မိမိကိုယ်ကို လိင်စိတ်ဖြေဖျောက်ခြင်း
alternatively	adverb	အစားထိုးနည်းအနေဖြင့်|မဟုတ်ရင်
yang	noun	ယန်သဘောတရား
vanilla	noun	ဗနီလာ|ရိုးရိုးပုံမှန်အရာ
spank	verb	တင်ပါးကိုရိုက်သည်
securely	adverb	လုံခြုံစွာ|ခိုင်မြဲစွာ
paintball	noun	ဆေးရောင်ဘောလုံးပစ်ကစားနည်း
sexually	adverb	လိင်ပိုင်းဆိုင်ရာအရ
ware	noun	ကုန်ပစ္စည်း|ပစ္စည်းအမျိုးအစား
handmade	adjective	လက်လုပ်
jade	noun	ကျောက်စိမ်း
keno	noun	ကီနိုလောင်းကစားနည်း
hardwood	noun	သစ်မာ
gage	noun	အာမခံပစ္စည်း|တိုင်းတာကိရိယာ
whore	noun	ပြည့်တန်ဆာမ|လိင်ရောင်းစားသူ
favour	noun	မျက်နှာသာ|ကူညီမှု
evanescence	noun	တဖြည်းဖြည်းပျောက်ကွယ်မှု
mambo	noun	မမ်ဘိုအက|မမ်ဘိုဂီတ
kirk	noun	စကော့တလန်ဘုရားကျောင်း
beautifully	adverb	လှပစွာ
departmental	adjective	ဌာနဆိုင်ရာ
gentleman	noun	လူကြီးလူကောင်း
daisy	noun	ဒေစီပန်း
myrtle	noun	မာတယ်လ်ပင်
yarn	noun	ချည်မျှင်|ပုံပြင်ရှည်
unwrap	verb	ထုပ်ပိုးထားသည်ကို ဖြည်သည်
theta	noun	သီတာအက္ခရာ
racism	noun	လူမျိုးရေးခွဲခြားမှု
licensee	noun	လိုင်စင်ရရှိသူ
bisexual	noun	လိင်နှစ်မျိုးစလုံးကို စိတ်ဝင်စားသူ
complementary	adjective	အပြန်အလှန်ဖြည့်ဆည်းသော|ဖြည့်စွက်သော
memorandum	noun	မှတ်တမ်းစာ|သတိပေးမှတ်စု
cardinal	noun	ကာဒီနယ်ဘုန်းတော်ကြီး
incredibly	adverb	မယုံနိုင်လောက်အောင်|အလွန်အမင်း
expressly	adverb	အထူးရည်ရွယ်၍|တိတိကျကျ
